BERDO ID,Tax Parcel ID,Property Owner Name,Building Address,Building Address Zip Code,Parcel Address,Parcel Address Zip Code,Reported Gross Floor Area (Sq Ft),Largest Property Type,All Property Types,Site EUI (Energy Use Intensity kBtu/ft2),Total Site Energy Usage (kBtu),Natural Gas Usage (kBtu),Electricity Usage (kBtu),Renewable System Electricity Usage Onsite (kBtu),Net Electricity Usage (kBtu),District Hot Water Usage (kBtu),District Chilled Water Usage (kBtu),District Steam Usage (kBtu),Fuel Oil 1 Usage (kBtu),Fuel Oil 2 Usage (kBtu),Fuel Oil 4 Usage (kBtu),Fuel Oil 5 and 6 Usage (kBtu),Propane Usage (kBtu),Diesel Usage (kBtu),Kerosene Usage (kBtu),Cooresponding Campus ID,Data Year,Electricity Emissions,Natural Gas Emissions,Fuel Oil #1 Emissions,Fuel Oil #2 Emissions,Fuel Oil #4 Emissions,Fuel Oil #5 & 6 Emissions,Diesel #2 Emissions,Propane Emissions,Kerosene Emissions,District Chilled Water Emissions,District Steam Emissions,Total GHG Emissions (MT CO2e),BERDO Property Type,Threshold 2025,Threshold 2026,Threshold 2027,Threshold 2028,Threshold 2029,Threshold 2030,Threshold 2031,Threshold 2032,Threshold 2033,Threshold 2034,Threshold 2035,Threshold 2036,Threshold 2037,Threshold 2038,Threshold 2039,Threshold 2040,Threshold 2041,Threshold 2042,Threshold 2043,Threshold 2044,Threshold 2045,Threshold 2046,Threshold 2047,Threshold 2048,Threshold 2049,Threshold 2050
100614,2005737000,belgrade place llc mass llc,446 Belgrade Ave,2132,446 Belgrade Ave,2132,56129,Multifamily Housing,Multifamily Housing,34.5,1937342.5,560000,1377342.5,0,,0,0,0,0,0,0,0,0,0,0,0,2021,117.3358076,29.7416,0,0,0,0,0,0,0,0,0,147,Multifamily Housing,4.1,4.1,4.1,4.1,4.1,2.4,2.4,2.4,2.4,2.4,1.8,1.8,1.8,1.8,1.8,1.1,1.1,1.1,1.1,1.1,0.6,0.6,0.6,0.6,0.6,0
100615,1001631000,BELL OLMSTEAD PARK LLC,161 S Huntington Ave,2115,161 S Huntington Ave,2115,193000,Multifamily Housing,"Multifamily Housing , Heated Swimming Pool",52.5,10141828.6,5654550.7,4487278.2,0,,0,0,0,0,0,0,0,0,0,0,0,2022,376.1685315,300.3131877,0,0,0,0,0,0,0,0,0,676,Multifamily Housing,4.1,4.1,4.1,4.1,4.1,2.4,2.4,2.4,2.4,2.4,1.8,1.8,1.8,1.8,1.8,1.1,1.1,1.1,1.1,1.1,0.6,0.6,0.6,0.6,0.6,0
100618,401037600,belvidere condominium trust,100 Belvidere St,2116,100 Belvidere St,2116,165000,Multifamily Housing,Multifamily Housing,31,5121852.4,276917.6,4844934.2,0,,0,0,0,0,0,0,0,0,0,0,0,2021,412.7399445,14.70709374,0,0,0,0,0,0,0,0,0,427,Multifamily Housing,4.1,4.1,4.1,4.1,4.1,2.4,2.4,2.4,2.4,2.4,1.8,1.8,1.8,1.8,1.8,1.1,1.1,1.1,1.1,1.1,0.6,0.6,0.6,0.6,0.6,0
100619,503748000,BELVOIR CONDO TRUST,636-638 Beacon St,2215,636 638 Beacon St,2215,39550,Multifamily Housing,Multifamily Housing,112.7,4455807.1,2970700,1485107.1,0,,0,0,0,0,0,0,0,0,0,0,0,2022,124.4965282,157.773877,0,0,0,0,0,0,0,0,0,282,Multifamily Housing,4.1,4.1,4.1,4.1,4.1,2.4,2.4,2.4,2.4,2.4,1.8,1.8,1.8,1.8,1.8,1.1,1.1,1.1,1.1,1.1,0.6,0.6,0.6,0.6,0.6,0
100623,101609000,BENNINGTON CONDO TR,1030-1036 Bennington St,2128,1036 1030 Bennington St,2128,12241,Multifamily Housing,Multifamily Housing,61,747016.9,544600,202416.9,0,,0,0,0,0,0,0,0,0,0,0,0,2022,16.96860873,28.923706,0,0,0,0,0,0,0,0,0,46,Multifamily Housing,100000,100000,100000,100000,100000,100000,2.4,2.4,2.4,2.4,1.8,1.8,1.8,1.8,1.8,1.1,1.1,1.1,1.1,1.1,0.6,0.6,0.6,0.6,0.6,0
100624,1601072000,BENTLEY ST JOSEPH REAL  ESTATE LLC,321 Centre St,2122,321 Centre St,2122,46952,Senior Living Community,Senior Living Community,132.7,6232502.2,4283415.4,1949086.9,0,,0,0,0,0,0,0,0,0,0,0,0,2022,163.3919548,227.4921919,0,0,0,0,0,0,0,0,0,391,Lodging,5.8,5.8,5.8,5.8,5.8,3.7,3.7,3.7,3.7,3.7,2.7,2.7,2.7,2.7,2.7,1.8,1.8,1.8,1.8,1.8,0.9,0.9,0.9,0.9,0.9,0
100627,501149000,BERKELEY/COLUMBUS REAL ESTATE LLC,157 Berkeley St,2116,Columbus Ave,2116,757241,Office,"Restaurant , Office",35,26530678.8,10293600,16237080.2,0,,0,0,0,0,0,0,0,0,0,0,0,2022,1361.154433,546.693096,0,0,0,0,0,0,0,0,0,1908,Office,5.3,5.3,5.3,5.3,5.3,3.2,3.2,3.2,3.2,3.2,2.4,2.4,2.4,2.4,2.4,1.6,1.6,1.6,1.6,1.6,0.8,0.8,0.8,0.8,0.8,0
100629,501153000,BERKELEY/ST JAMES,30 Saint James Ave,2116,30 St James Ave,2116,522349,Office,0,47.1,24605265.5,10240199.7,14365065.9,0,,0,0,0,0,0,0,0,0,0,0,0,2022,1204.223474,543.8570061,0,0,0,0,0,0,0,0,0,1748,Office,5.3,5.3,5.3,5.3,5.3,3.2,3.2,3.2,3.2,3.2,2.4,2.4,2.4,2.4,2.4,1.6,1.6,1.6,1.6,1.6,0.8,0.8,0.8,0.8,0.8,0
100630,401413000,BERKLEE COLLEGE OF MUSIC,153-157a Massachusetts Ave,2115,153 157a Massachusetts Ave,2115,28865,College/University,College/University,119.4,3445226.9,1280213.3,2165013.6,0,,0,0,0,0,0,0,0,0,0,0,0,2022,181.4930901,67.99212836,0,0,0,0,0,0,0,0,0,249,College/University,100000,100000,100000,100000,100000,100000,5.3,5.3,5.3,5.3,3.8,3.8,3.8,3.8,3.8,2.5,2.5,2.5,2.5,2.5,1.2,1.2,1.2,1.2,1.2,0
100631,401415000,BERKLEE COLLEGE OF MUSIC,167-171 Massachusetts Ave,2115,167 Massachusetts Ave,2115,21539,College/University,College/University,18,386969.3,251000,135969.3,0,,0,0,0,0,0,0,0,0,0,0,0,2022,11.39830642,13.33061,0,0,0,0,0,0,0,0,0,25,College/University,100000,100000,100000,100000,100000,100000,5.3,5.3,5.3,5.3,3.8,3.8,3.8,3.8,3.8,2.5,2.5,2.5,2.5,2.5,1.2,1.2,1.2,1.2,1.2,0
100632,503103000,BERKLEE COLLEGE OF MUSIC,915-925 Boylston St,2115,915 921 Boylston St,2115,58390,College/University,College/University,77.5,4527678.9,2329950.8,2197728.2,0,,0,0,0,0,0,0,0,0,0,0,0,2022,184.235555,123.743687,0,0,0,0,0,0,0,0,0,308,College/University,10.2,10.2,10.2,10.2,10.2,5.3,5.3,5.3,5.3,5.3,3.8,3.8,3.8,3.8,3.8,2.5,2.5,2.5,2.5,2.5,1.2,1.2,1.2,1.2,1.2,0
100635,401312000,BERKLEE COLLEGE OF MUSIC INC,160-166 Massachusetts Ave,2115,154 162 Massachusetts Ave,2115,161936,Residence Hall/Dormitory,Residence Hall/Dormitory,121.4,19666914.2,10950519.8,8716394.1,0,,0,0,0,0,0,0,0,0,0,0,0,2022,730.6953174,581.5821066,0,0,0,0,0,0,0,0,0,1312,Lodging,5.8,5.8,5.8,5.8,5.8,3.7,3.7,3.7,3.7,3.7,2.7,2.7,2.7,2.7,2.7,1.8,1.8,1.8,1.8,1.8,0.9,0.9,0.9,0.9,0.9,0
100636,401365000,BERKLEE COLLEGE OF MUSIC INC,130-134 Massachusetts Ave,2115,134 130 Massachusetts Ave,2115,22329,College/University,College/University,35.2,785345.5,0,785345.5,0,,0,0,0,0,0,0,0,0,0,0,0,2022,65.83551327,0,0,0,0,0,0,0,0,0,0,66,College/University,100000,100000,100000,100000,100000,100000,5.3,5.3,5.3,5.3,3.8,3.8,3.8,3.8,3.8,2.5,2.5,2.5,2.5,2.5,1.2,1.2,1.2,1.2,1.2,0
100637,401372001,BERKLEE COLLEGE OF MUSIC INC,150 Mass Ave,2215,150 Mass Ave,2215,247560,Residence Hall/Dormitory,Residence Hall/Dormitory,87.6,21676206,11988731.9,9687473.2,0,,0,0,0,0,0,0,0,0,0,0,4037704,2022,812.1008784,636.7215512,0,0,0,0,0,0,0,0,0,1449,Lodging,5.8,5.8,5.8,5.8,5.8,3.7,3.7,3.7,3.7,3.7,2.7,2.7,2.7,2.7,2.7,1.8,1.8,1.8,1.8,1.8,0.9,0.9,0.9,0.9,0.9,0
100639,401414000,BERKLEE COLLEGE OF MUSIC INC,159a-165 Massachusetts Ave,2115,159 A165 Massachusetts Ave,2115,30283,College/University,College/University,37.2,1127294.9,123800,878273.7,0,,0,0,0,0,125221.2,0,0,0,0,0,0,2022,73.62568427,6.575018,0,9.292665252,0,0,0,0,0,0,0,89,College/University,100000,100000,100000,100000,100000,100000,5.3,5.3,5.3,5.3,3.8,3.8,3.8,3.8,3.8,2.5,2.5,2.5,2.5,2.5,1.2,1.2,1.2,1.2,1.2,0
100640,401795000,BERKLEE COLLEGE OF MUSIC INC,8 Fenway,2215,8 Fenway St,2215,46142,College/University,College/University,71.3,3290787,2900674.1,390113.1,0,,0,0,0,0,0,0,0,0,0,0,0,2022,32.70318117,154.0548015,0,0,0,0,0,0,0,0,0,187,College/University,10.2,10.2,10.2,10.2,10.2,5.3,5.3,5.3,5.3,5.3,3.8,3.8,3.8,3.8,3.8,2.5,2.5,2.5,2.5,2.5,1.2,1.2,1.2,1.2,1.2,0
100641,503192000,BERKLEE COLLEGE OF MUSIC INC,264-272 Commonwealth Ave,2116,268 272 Commonwealth Ave,2116,63208,Residence Hall/Dormitory,Residence Hall/Dormitory,70.3,4445283.9,3648593,796691.1,0,,0,0,0,0,0,0,0,0,0,0,0,2022,66.78661491,193.7767742,0,0,0,0,0,0,0,0,0,261,Lodging,5.8,5.8,5.8,5.8,5.8,3.7,3.7,3.7,3.7,3.7,2.7,2.7,2.7,2.7,2.7,1.8,1.8,1.8,1.8,1.8,0.9,0.9,0.9,0.9,0.9,0
100642,401755000,BERKLEE SCHOOL OF MUSIC,1140 Boylston St,2215,1136 1138 Boylston St,2215,75457,College/University,College/University,70.9,5349203,2428743.8,2920459.1,0,,0,0,0,0,0,0,0,0,0,0,0,2022,244.8220864,128.9905832,0,0,0,0,0,0,0,0,0,374,College/University,10.2,10.2,10.2,10.2,10.2,5.3,5.3,5.3,5.3,5.3,3.8,3.8,3.8,3.8,3.8,2.5,2.5,2.5,2.5,2.5,1.2,1.2,1.2,1.2,1.2,0
100643,401557000,BERKLEE SCHOOL OF MUSIC INC,98 Hemenway St,2115,98 Hemenway St,2115,35000,Residence Hall/Dormitory,Residence Hall/Dormitory,61.6,2156996.6,0,561302.7,0,,0,0,0,0,1595694,0,0,0,0,0,0,2022,47.05400534,0,0,118.4164517,0,0,0,0,0,0,0,165,Lodging,5.8,5.8,5.8,5.8,5.8,3.7,3.7,3.7,3.7,3.7,2.7,2.7,2.7,2.7,2.7,1.8,1.8,1.8,1.8,1.8,0.9,0.9,0.9,0.9,0.9,0
100647,903082100,BERYL GARDENS LP,107-139 Madison Park Ct,2119,Shawmut Ave,2119,43803,Multifamily Housing,Multifamily Housing,42.6,1865701.2,1409800,455901.2,0,,0,0,0,0,0,0,0,0,0,0,0,2022,38.2181976,74.874478,0,0,0,0,0,0,0,0,0,113,Multifamily Housing,4.1,4.1,4.1,4.1,4.1,2.4,2.4,2.4,2.4,2.4,1.8,1.8,1.8,1.8,1.8,1.1,1.1,1.1,1.1,1.1,0.6,0.6,0.6,0.6,0.6,0
100648,401861000,BETH ISRAEL DEACONESS,364-370 Brookline Ave,2115,364 370 Brookline Ave,2115,396984,Ambulatory Surgical Center,Ambulatory Surgical Center,334.2,132671189.8,0,29183371.7,0,,0,50007421.4,53327630.6,0,0,0,0,0,0,0,0,2022,2446.44205,0,0,0,0,0,0,0,0,3320.492781,3540.954672,9308,Healthcare,15.4,15.4,15.4,15.4,15.4,10,10,10,10,10,7.4,7.4,7.4,7.4,7.4,4.9,4.9,4.9,4.9,4.9,2.4,2.4,2.4,2.4,2.4,0
100649,401862000,BETH ISRAEL DEACONESS,330 Brookline Ave,2115,320 350 Brookline Ave,2115,1004002,Hospital (General Medical & Surgical),"Hospital General Medical & Surgical , Laboratory",352.4,353815179.2,1868600,96451064.3,0,,0,99841841.3,154348737.9,0,0,0,0,0,0,0,0,2022,8085.49272,99.241346,0,0,0,0,0,0,0,6629.498262,10248.7562,25063,Healthcare,15.4,15.4,15.4,15.4,15.4,10,10,10,10,10,7.4,7.4,7.4,7.4,7.4,4.9,4.9,4.9,4.9,4.9,2.4,2.4,2.4,2.4,2.4,0
100651,401954000,BETH ISRAEL DEACONESS,1 Deaconess Rd,2215,1 Deaconess Rd,2215,440629,Hospital (General Medical & Surgical),Hospital General Medical & Surgical,379.7,167315659.8,0,45158502.4,0,,0,53092963.3,69008161.6,0,0,0,0,0,0,0,0,2022,3785.637256,0,0,0,0,0,0,0,0,3525.372763,4582.14193,11893,Healthcare,15.4,15.4,15.4,15.4,15.4,10,10,10,10,10,7.4,7.4,7.4,7.4,7.4,4.9,4.9,4.9,4.9,4.9,2.4,2.4,2.4,2.4,2.4,0
100652,401964001,BETH ISRAEL DEACONESS MEDICAL CENTER INC,110 Francis St,2215,110 Francis St,2215,99634,Medical Office,Medical Office,213.7,21292969.5,0,7003536,0,,0,0,14264730.1,0,0,0,0,0,0,0,0,2022,587.1064229,0,0,0,0,0,0,0,0,0,947.1780786,1534,Healthcare,15.4,15.4,15.4,15.4,15.4,10,10,10,10,10,7.4,7.4,7.4,7.4,7.4,4.9,4.9,4.9,4.9,4.9,2.4,2.4,2.4,2.4,2.4,0
100653,2100067000,BETH ISRAEL HOSPITAL ASSOC,95-99 Brookline Ave,2215,95 Brookline Ave,2215,114681,Laboratory,Laboratory,231.4,26532524.6,11819000,14612094.7,0,,0,0,0,0,101430,0,0,0,0,0,0,2022,1224.931899,627.70709,0,7.5271203,0,0,0,0,0,0,0,1860,Technology/Science,19.2,19.2,19.2,19.2,19.2,11.1,11.1,11.1,11.1,11.1,7.8,7.8,7.8,7.8,7.8,5.1,5.1,5.1,5.1,5.1,2.5,2.5,2.5,2.5,2.5,0
100654,1904604000,bethel african methodist,32 Walk Hill St,2130,32 Walk Hill St,2130,11481,Worship Facility,Worship Facility,2.2,25081.2,0,25081.2,0,,0,0,0,0,0,0,0,0,0,0,0,2021,2.136667428,0,0,0,0,0,0,0,0,0,0,2,Assembly,100000,100000,100000,100000,100000,100000,4.6,4.6,4.6,4.6,3.3,3.3,3.3,3.3,3.3,2.1,2.1,2.1,2.1,2.1,1.1,1.1,1.1,1.1,1.1,0
100655,1904604000,bethel african methodist,86 Wachusett St,2130,32 Walk Hill St,2130,17053,Worship Facility,Worship Facility,78,1329464.1,1287400.2,42063.9,0,,0,0,0,0,0,0,0,0,0,0,0,2021,3.583423641,68.37382462,0,0,0,0,0,0,0,0,0,72,Assembly,100000,100000,100000,100000,100000,100000,4.6,4.6,4.6,4.6,3.3,3.3,3.3,3.3,3.3,2.1,2.1,2.1,2.1,2.1,1.1,1.1,1.1,1.1,1.1,0
100656,1904605000,bethel african methodist,84 Wachusett St,2130,84 Wachusett St,2130,21718,Worship Facility,Worship Facility,5.3,115420,68100,47320,0,,0,0,0,0,0,0,0,0,0,0,0,2021,4.0311908,3.616791,0,0,0,0,0,0,0,0,0,8,Assembly,100000,100000,100000,100000,100000,100000,4.6,4.6,4.6,4.6,3.3,3.3,3.3,3.3,3.3,2.1,2.1,2.1,2.1,2.1,1.1,1.1,1.1,1.1,1.1,0
100663,301523035,BEVERLY  STREET  ACQUISITION,101 Beverly St,2114,101 Beverly St,2114,473959,Multifamily Housing,"Hotel , Restaurant , Multifamily Housing,Other",51.1,24205132.8,8316717.9,15888414.7,0,,0,0,0,0,0,0,0,0,0,0,0,2022,1331.925804,441.7008877,0,0,0,0,0,0,0,0,0,1774,Multifamily Housing,4.1,4.1,4.1,4.1,4.1,2.4,2.4,2.4,2.4,2.4,1.8,1.8,1.8,1.8,1.8,1.1,1.1,1.1,1.1,1.1,0.6,0.6,0.6,0.6,0.6,0
100664,301517000,BEVERLY-BOSTON LP MASS LP,239-245 Causeway St,2114,239 245 Causeway St,2114,66225,Office,Office,41.3,2737384.3,1047100,1690284.3,0,,0,0,0,0,0,0,0,0,0,0,0,2022,141.6965329,55.611481,0,0,0,0,0,0,0,0,0,197,Office,5.3,5.3,5.3,5.3,5.3,3.2,3.2,3.2,3.2,3.2,2.4,2.4,2.4,2.4,2.4,1.6,1.6,1.6,1.6,1.6,0.8,0.8,0.8,0.8,0.8,0
100665,1002334010,BICKFORD STREET ELDERLY HOUS,90 Bickford St,2130,90 Bickford St,2130,44920,Multifamily Housing,Multifamily Housing,52.5,2359928.3,1475743.3,884185,0,,0,0,0,0,0,0,0,0,0,0,0,2022,74.12122855,78.37672666,0,0,0,0,0,0,0,0,0,152,Multifamily Housing,4.1,4.1,4.1,4.1,4.1,2.4,2.4,2.4,2.4,2.4,1.8,1.8,1.8,1.8,1.8,1.1,1.1,1.1,1.1,1.1,0.6,0.6,0.6,0.6,0.6,0
100666,2203171000,BIGELOW COURT CONDO TR,142 Bigelow St,2135,142 Bigelow St,2135,34541,Multifamily Housing,Multifamily Housing,47.7,1646619.3,1066900,579719.3,0,,0,0,0,0,0,0,0,0,0,0,0,2022,48.59786892,56.663059,0,0,0,0,0,0,0,0,0,105,Multifamily Housing,100000,100000,100000,100000,100000,100000,2.4,2.4,2.4,2.4,1.8,1.8,1.8,1.8,1.8,1.1,1.1,1.1,1.1,1.1,0.6,0.6,0.6,0.6,0.6,0
100667,600516000,BIGELOW SQ CONDO TR,350 W Fourth St,2127,350 W Fourth St,2127,35923,Multifamily Housing,Multifamily Housing,50.9,1830060.3,583800,1246260.3,0,,0,0,0,0,0,0,0,0,0,0,0,2022,104.4740009,31.005618,0,0,0,0,0,0,0,0,0,135,Multifamily Housing,4.1,4.1,4.1,4.1,4.1,2.4,2.4,2.4,2.4,2.4,1.8,1.8,1.8,1.8,1.8,1.1,1.1,1.1,1.1,1.1,0.6,0.6,0.6,0.6,0.6,0
100668,303356000,BINNIE WILLIAM H TS,1-13 Union St,2113,6 12 North St,2113,25144,Office,"Restaurant , Office , Bank Branch",126.7,3186720.4,842400,2344320.4,0,,0,0,0,0,0,0,0,0,0,0,0,2022,196.5243791,44.739864,0,0,0,0,0,0,0,0,0,241,Office,100000,100000,100000,100000,100000,100000,3.2,3.2,3.2,3.2,2.4,2.4,2.4,2.4,2.4,1.6,1.6,1.6,1.6,1.6,0.8,0.8,0.8,0.8,0.8,0
100669,801066100,BIOSQUARE REALTY TR,670 Albany St,2119,670 Albany St,2119,171216,Laboratory,Laboratory,365.1,62505371.6,500,23650667,0,,0,0,38854204.6,0,0,0,0,0,0,0,0,2022,1982.635415,0.026555,0,0,0,0,0,0,0,0,2579.919185,4563,Technology/Science,19.2,19.2,19.2,19.2,19.2,11.1,11.1,11.1,11.1,11.1,7.8,7.8,7.8,7.8,7.8,5.1,5.1,5.1,5.1,5.1,2.5,2.5,2.5,2.5,2.5,0
100670,801058020,BIOSQUARE REALTY TRUST,620 Albany St,2118,620 Albany St,2118,197055,Laboratory,Laboratory,328.2,64675569,0,30381277.1,0,,0,0,34294291.1,0,0,0,0,0,0,0,0,2022,2546.862459,0,0,0,0,0,0,0,0,0,2277.140929,4824,Technology/Science,19.2,19.2,19.2,19.2,19.2,11.1,11.1,11.1,11.1,11.1,7.8,7.8,7.8,7.8,7.8,5.1,5.1,5.1,5.1,5.1,2.5,2.5,2.5,2.5,2.5,0
100671,304323000,BIRD FARM SOUTH LLC MASS LLC,127-133 South St,2111,127 133 South St,2111,47470,Office,Office,24.1,1145787.9,0,1145787.8,0,,0,0,0,0,0,0,0,0,0,0,0,2022,96.05139127,0,0,0,0,0,0,0,0,0,0,96,Office,5.3,5.3,5.3,5.3,5.3,3.2,3.2,3.2,3.2,3.2,2.4,2.4,2.4,2.4,2.4,1.6,1.6,1.6,1.6,1.6,0.8,0.8,0.8,0.8,0.8,0
100679,300670000,blackstone co mass lps,33 Blossom St,2114,33 Blossom St,2114,129648,Multifamily Housing,0,51.7,6697181.9,4759957.8,1937224.1,0,,0,0,0,0,0,0,0,0,0,0,0,2021,165.0321211,252.8013588,0,0,0,0,0,0,0,0,0,418,Multifamily Housing,4.1,4.1,4.1,4.1,4.1,2.4,2.4,2.4,2.4,2.4,1.8,1.8,1.8,1.8,1.8,1.1,1.1,1.1,1.1,1.1,0.6,0.6,0.6,0.6,0.6,0
100683,1809255000,BLAKE ESTATES ASSOCIATES  LP,1344 Hyde Park Ave,2136,1344 Hyde Park Ave,2136,311890,Multifamily Housing,Multifamily Housing,27.7,8653640.6,5986490.6,2667150.2,0,,0,0,0,0,0,0,0,0,0,0,0,2022,223.5872013,317.9425158,0,0,0,0,0,0,0,0,0,542,Multifamily Housing,4.1,4.1,4.1,4.1,4.1,2.4,2.4,2.4,2.4,2.4,1.8,1.8,1.8,1.8,1.8,1.1,1.1,1.1,1.1,1.1,0.6,0.6,0.6,0.6,0.6,0
100686,2201867000,BLANK STUART,93-129 Braintree St,2134,93 129 Braintree St,2134,133895,Office,Office,41.8,5602933.2,3760251.8,1842681.3,0,,0,0,0,0,0,0,0,0,0,0,0,2022,154.4719734,199.7069731,0,0,0,0,0,0,0,0,0,354,Office,5.3,5.3,5.3,5.3,5.3,3.2,3.2,3.2,3.2,3.2,2.4,2.4,2.4,2.4,2.4,1.6,1.6,1.6,1.6,1.6,0.8,0.8,0.8,0.8,0.8,0
100688,1702239000,bloomfield gardens lp,455-475 Geneva Ave,2124,4  6 Bloomfield St,2124,32852,Multifamily Housing,Multifamily Housing,56.8,1865076.6,1196147.2,668929.4,0,,0,0,0,0,0,0,0,0,0,0,0,2021,56.98609559,63.52737779,0,0,0,0,0,0,0,0,0,121,Multifamily Housing,100000,100000,100000,100000,100000,100000,2.4,2.4,2.4,2.4,1.8,1.8,1.8,1.8,1.8,1.1,1.1,1.1,1.1,1.1,0.6,0.6,0.6,0.6,0.6,0
100702,202360000,BMIRF GATEHOUSE LLC,75 W School St,2129,75 W School St,2129,117921,Multifamily Housing,Multifamily Housing,44.4,5237419.5,2449999.8,2787419.8,0,,0,0,0,0,0,0,0,0,0,0,0,2022,233.6694018,130.1194894,0,0,0,0,0,0,0,0,0,364,Multifamily Housing,4.1,4.1,4.1,4.1,4.1,2.4,2.4,2.4,2.4,2.4,1.8,1.8,1.8,1.8,1.8,1.1,1.1,1.1,1.1,1.1,0.6,0.6,0.6,0.6,0.6,0
100703,401853022,bmr-blackfan circle llc,3 Blackfan Ci,2115,3 Blackfan Ci,2115,751740,Laboratory,"Laboratory,Restaurant",437.2,328625309.4,208467883.9,120157435.6,0,,0,0,0,0,0,0,0,0,0,0,0,2021,10236.21194,11071.72931,0,0,0,0,0,0,0,0,0,21308,Technology/Science,19.2,19.2,19.2,19.2,19.2,11.1,11.1,11.1,11.1,11.1,7.8,7.8,7.8,7.8,7.8,5.1,5.1,5.1,5.1,5.1,2.5,2.5,2.5,2.5,2.5,0
100705,1100029000,BOARD OF REGENTS OF,1234 Columbus Ave #Bldg 3,2119,Cedar St,2119,291604,College/University,College/University,45,13111291.5,0,13111292.4,0,,0,0,0,0,0,0,0,0,0,0,0,2022,1099.119642,0,0,0,0,0,0,0,0,0,0,1099,College/University,10.2,10.2,10.2,10.2,10.2,5.3,5.3,5.3,5.3,5.3,3.8,3.8,3.8,3.8,3.8,2.5,2.5,2.5,2.5,2.5,1.2,1.2,1.2,1.2,1.2,0
100713,2202708000,BOBSON BOSTON COMMERCIAL LLC,235 N Beacon St,2135,235 N Beacon St,2135,27441,Self-Storage Facility,Self-Storage Facility,66.5,1824376.7,0,121794.8,0,,0,0,0,0,1702281.1,0,0,0,0,0,0,2022,10.21005808,0,0,126.3262804,0,0,0,0,0,0,0,137,Storage,100000,100000,100000,100000,100000,100000,2.8,2.8,2.8,2.8,1.8,1.8,1.8,1.8,1.8,1,1,1,1,1,0.4,0.4,0.4,0.4,0.4,0
100717,504215000,BOBSON RESIDENTIAL LLC,11 Peterborough St,2215,11 Peterborough St,2215,32875,Multifamily Housing,Multifamily Housing,71.2,2339889.7,1949399.9,390489.8,0,,0,0,0,0,0,0,0,0,0,0,24659921,2022,32.73475993,103.5326287,0,0,0,0,0,0,0,0,0,136,Multifamily Housing,100000,100000,100000,100000,100000,100000,2.4,2.4,2.4,2.4,1.8,1.8,1.8,1.8,1.8,1.1,1.1,1.1,1.1,1.1,0.6,0.6,0.6,0.6,0.6,0
100718,504241000,BOBSON RESIDENTIAL LLC,11 Queensberry St,2215,11 Queensberry St,2215,32628,Multifamily Housing,Multifamily Housing,52.2,1704234.2,35100,363668,0,,0,0,0,0,1305466.2,0,0,0,0,0,0,2022,30.48628844,1.864161,0,96.8786467,0,0,0,0,0,0,0,129,Multifamily Housing,100000,100000,100000,100000,100000,100000,2.4,2.4,2.4,2.4,1.8,1.8,1.8,1.8,1.8,1.1,1.1,1.1,1.1,1.1,0.6,0.6,0.6,0.6,0.6,0
100719,304830000,BOHV PROPERTY LLC DEL LLC,537-539 Washington St,2111,537 541 Washington St,2111,118781,Performing Arts,Performing Arts,79.8,9480530.8,4217998.4,5262532.3,0,,0,0,0,0,0,0,0,0,0,0,0,2022,441.1580827,224.017895,0,0,0,0,0,0,0,0,0,665,Assembly,7.8,7.8,7.8,7.8,7.8,4.6,4.6,4.6,4.6,4.6,3.3,3.3,3.3,3.3,3.3,2.1,2.1,2.1,2.1,2.1,1.1,1.1,1.1,1.1,1.1,0
100724,601166040,BOS OFFICE 2 LLC,51  61 Melcher St,2127,51 61 Melcher St,2127,110000,Office,Office,34.1,3751911.3,1356384.6,2395526.6,0,,0,0,0,0,0,0,0,0,0,0,0,2022,200.8169949,72.03758611,0,0,0,0,0,0,0,0,0,273,Office,5.3,5.3,5.3,5.3,5.3,3.2,3.2,3.2,3.2,3.2,2.4,2.4,2.4,2.4,2.4,1.6,1.6,1.6,1.6,1.6,0.8,0.8,0.8,0.8,0.8,0
100725,304603000,BOS OFFICE 3 LLC,57-63 Franklin St,2110,59 63 Franklin St,2110,35628,Office,Office,39,1390649.6,656616.1,734033.5,0,,0,0,0,0,0,0,0,0,0,0,0,2022,61.53402831,34.87288107,0,0,0,0,0,0,0,0,0,96,Office,5.3,5.3,5.3,5.3,5.3,3.2,3.2,3.2,3.2,3.2,2.4,2.4,2.4,2.4,2.4,1.6,1.6,1.6,1.6,1.6,0.8,0.8,0.8,0.8,0.8,0
100727,503062000,boston architectural college,320 Newbury St,2115,320 Newbury St,2115,49494,Office,0,77.2,3818653.1,0,1722997.9,0,,0,0,2095655.2,0,0,0,0,0,0,0,0,2021,146.7821911,0,0,0,0,0,0,0,0,0,139.1515053,286,Office,5.3,5.3,5.3,5.3,5.3,3.2,3.2,3.2,3.2,3.2,2.4,2.4,2.4,2.4,2.4,1.6,1.6,1.6,1.6,1.6,0.8,0.8,0.8,0.8,0.8,0
100729,1810945000,BOSTON BAPTIST COLLEGE MASS CP,950 Metropolitan Ave,2136,950 Metropolitan Ave,2136,45725,College/University,College/University,87,3976231.7,3513261.5,462970.2,0,,0,0,0,0,0,0,0,0,0,0,0,2022,38.81079187,186.5893183,0,0,0,0,0,0,0,0,0,225,College/University,10.2,10.2,10.2,10.2,10.2,5.3,5.3,5.3,5.3,5.3,3.8,3.8,3.8,3.8,3.8,2.5,2.5,2.5,2.5,2.5,1.2,1.2,1.2,1.2,1.2,0
