BERDO ID,Tax Parcel ID,Property Owner Name,Building Address,Building Address Zip Code,Parcel Address,Parcel Address Zip Code,Reported Gross Floor Area (Sq Ft),Largest Property Type,All Property Types,Site EUI (Energy Use Intensity kBtu/ft2),Total Site Energy Usage (kBtu),Natural Gas Usage (kBtu),Electricity Usage (kBtu),Renewable System Electricity Usage Onsite (kBtu),District Hot Water Usage (kBtu),District Chilled Water Usage (kBtu),District Steam Usage (kBtu),Fuel Oil 1 Usage (kBtu),Fuel Oil 2 Usage (kBtu),Fuel Oil 4 Usage (kBtu),Fuel Oil 5 and 6 Usage (kBtu),Propane Usage (kBtu),Diesel Usage (kBtu),Kerosene Usage (kBtu),Cooresponding Campus ID,Data Year,Electricity Emissions,Natural Gas Emissions,Fuel Oil #1 Emissions,Fuel Oil #2 Emissions,Fuel Oil #4 Emissions,Fuel Oil #5 & 6 Emissions,Diesel #2 Emissions,Propane Emissions,Kerosene Emissions,District Chilled Water Emissions,District Steam Emissions,Electricity Emissions (MT CO2e),Natural Gas Emissions (MT CO2e),Fuel Oil #1 Emissions (MT CO2e),Fuel Oil #2 Emissions (MT CO2e),Fuel Oil #4 Emissions (MT CO2e),Fuel Oil #5 & #6 Emissions (MT CO2e),Diesel #2 Emissions (MT CO2e),Propane Emissions (MT CO2e),Kerosene Emissions (MT CO2e),District Chilled Water Emissions (MT CO2e),District Steam Emissions (MT CO2e),Total GHG Emissions (MT CO2e),BERDO Property Type
100663,301523035.0,BEVERLY  STREET  ACQUISITION,101 Beverly St,2114.0,101 Beverly St,2114.0,473959.0,Multifamily Housing,"Hotel , Restaurant , Multifamily Housing,Other",51.1,24205132.8,8316717.9,15888414.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,1331.925804301,441.70088766899994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1774,Multifamily Housing
100664,301517000.0,BEVERLY-BOSTON LP MASS LP,239-245 Causeway St,2114.0,239 245 Causeway St,2114.0,66225.0,Office,Office,41.3,2737384.3,1047100.0,1690284.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,141.69653286899998,55.61148099999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197,Office
100665,1002334010.0,BICKFORD STREET ELDERLY HOUS,90 Bickford St,2130.0,90 Bickford St,2130.0,44920.0,Multifamily Housing,Multifamily Housing,52.5,2359928.3,1475743.3,884185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,74.12122855,78.37672666300001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152,Multifamily Housing
100666,2203171000.0,BIGELOW COURT CONDO TR,142 Bigelow St,2135.0,142 Bigelow St,2135.0,34541.0,Multifamily Housing,Multifamily Housing,47.7,1646619.3,1066900.0,579719.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,48.59786891900001,56.663059000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105,Multifamily Housing
100667,600516000.0,BIGELOW SQ CONDO TR,350 W Fourth St,2127.0,350 W Fourth St,2127.0,35923.0,Multifamily Housing,Multifamily Housing,50.9,1830060.3,583800.0,1246260.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,104.47400094900001,31.005618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135,Multifamily Housing
100668,303356000.0,BINNIE WILLIAM H TS,1-13 Union St,2113.0,6 12 North St,2113.0,25144.0,Office,"Restaurant , Office , Bank Branch",126.7,3186720.4,842400.0,2344320.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,196.524379132,44.739864000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,Office
100669,801066100.0,BIOSQUARE REALTY TR,670 Albany St,2119.0,670 Albany St,2119.0,171216.0,Laboratory,Laboratory,365.1,62505371.6,500.0,23650667.0,0.0,0.0,0.0,38854204.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,1982.63541461,0.026555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2579.9191854400005,4563,Technology/Science
100670,801058020.0,BIOSQUARE REALTY TRUST,620 Albany St,2118.0,620 Albany St,2118.0,197055.0,Laboratory,Laboratory,328.2,64675569.0,0.0,30381277.1,0.0,0.0,0.0,34294291.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,2546.8624592930005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2277.14092904,4824,Technology/Science
100671,304323000.0,BIRD FARM SOUTH LLC MASS LLC,127-133 South St,2111.0,127 133 South St,2111.0,47470.0,Office,Office,24.1,1145787.9,0.0,1145787.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,96.05139127400001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96,Office
100679,300670000.0,blackstone co mass lps,33 Blossom St,2114.0,33 Blossom St,2114.0,129648.0,Multifamily Housing,0,51.7,6697181.9,4759957.8,1937224.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,85.19,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,165.032121079,252.80135875800002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418,Multifamily Housing
100683,1809255000.0,BLAKE ESTATES ASSOCIATES  LP,1344 Hyde Park Ave,2136.0,1344 Hyde Park Ave,2136.0,311890.0,Multifamily Housing,Multifamily Housing,27.7,8653640.6,5986490.6,2667150.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,223.587201266,317.942515766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542,Multifamily Housing
100686,2201867000.0,BLANK STUART,93-129 Braintree St,2134.0,93 129 Braintree St,2134.0,133895.0,Office,Office,41.8,5602933.2,3760251.8,1842681.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,154.471973379,199.706973098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354,Office
100688,1702239000.0,bloomfield gardens lp,455-475 Geneva Ave,2124.0,4  6 Bloomfield St,2124.0,32852.0,Multifamily Housing,Multifamily Housing,56.8,1865076.6,1196147.2,668929.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,85.19,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,56.986095586,63.52737779199999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121,Multifamily Housing
100702,202360000.0,BMIRF GATEHOUSE LLC,75 W School St,2129.0,75 W School St,2129.0,117921.0,Multifamily Housing,Multifamily Housing,44.4,5237419.5,2449999.8,2787419.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,233.66940183399996,130.119489378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364,Multifamily Housing
100703,401853022.0,bmr-blackfan circle llc,3 Blackfan Ci,2115.0,3 Blackfan Ci,2115.0,751740.0,Laboratory,"Laboratory,Restaurant",437.2,328625309.4,208467883.9,120157435.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,85.19,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,10236.211938764,11071.729313929001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21308,Technology/Science
100705,1100029000.0,BOARD OF REGENTS OF,1234 Columbus Ave #Bldg 3,2119.0,Cedar St,2119.0,291604.0,College/University,College/University,45.0,13111291.5,0.0,13111292.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,1099.1196418920001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1099,College/University
100713,2202708000.0,BOBSON BOSTON COMMERCIAL LLC,235 N Beacon St,2135.0,235 N Beacon St,2135.0,27441.0,Self-Storage Facility,Self-Storage Facility,66.5,1824376.7,0.0,121794.8,0.0,0.0,0.0,0.0,0.0,1702281.1,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,10.210058084,0.0,0.0,126.326280431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137,Storage
100717,504215000.0,BOBSON RESIDENTIAL LLC,11 Peterborough St,2215.0,11 Peterborough St,2215.0,32875.0,Multifamily Housing,Multifamily Housing,71.2,2339889.7,1949399.9,390489.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24659921.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,32.734759933999996,103.53262868899999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136,Multifamily Housing
100718,504241000.0,BOBSON RESIDENTIAL LLC,11 Queensberry St,2215.0,11 Queensberry St,2215.0,32628.0,Multifamily Housing,Multifamily Housing,52.2,1704234.2,35100.0,363668.0,0.0,0.0,0.0,0.0,0.0,1305466.2,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,30.48628844,1.864161,0.0,96.87864670199998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129,Multifamily Housing
100719,304830000.0,BOHV PROPERTY LLC DEL LLC,537-539 Washington St,2111.0,537 541 Washington St,2111.0,118781.0,Performing Arts,Performing Arts,79.8,9480530.8,4217998.4,5262532.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,441.158082709,224.01789502400004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,665,Assembly
100724,601166040.0,BOS OFFICE 2 LLC,51  61 Melcher St,2127.0,51 61 Melcher St,2127.0,110000.0,Office,Office,34.1,3751911.3,1356384.6,2395526.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,200.816994878,72.037586106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273,Office
100725,304603000.0,BOS OFFICE 3 LLC,57-63 Franklin St,2110.0,59 63 Franklin St,2110.0,35628.0,Office,Office,39.0,1390649.6,656616.1,734033.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,61.534028305,34.872881070999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96,Office
100727,503062000.0,boston architectural college,320 Newbury St,2115.0,320 Newbury St,2115.0,49494.0,Office,0,77.2,3818653.1,0.0,1722997.9,0.0,0.0,0.0,2095655.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,85.19,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,146.78219110099997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.15150528,286,Office
100729,1810945000.0,BOSTON BAPTIST COLLEGE MASS CP,950 Metropolitan Ave,2136.0,950 Metropolitan Ave,2136.0,45725.0,College/University,College/University,87.0,3976231.7,3513261.5,462970.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,38.810791866,186.589318265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225,College/University
100732,500818000.0,BOSTON CENTER FOR THE ARTS,537-541 Tremont St,2116.0,537 541 Tremont St,2116.0,83750.0,Performing Arts,Performing Arts,51.3,4296702.5,2351900.0,1944802.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6339298.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,163.032793575,124.909409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288,Assembly
100734,500819000.0,BOSTON CENTER FOR THE ARTS,549-551 Tremont St,2116.0,549 551 Tremont St,2116.0,43869.0,Office,"Restaurant , Office",60.7,2661234.5,1546500.0,1114734.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6339298.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,93.448193135,82.13461500000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176,Office
100737,500820000.0,BOSTON CENTER FOR THE ARTS,19 Clarendon St,2116.0,17 Clarendon St,2116.0,77004.0,Performing Arts,Performing Arts,36.3,2792678.6,612000.0,2180678.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,182.806278655,32.50332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215,Assembly
100739,306175000.0,BOSTON CHINESE EVANGELICAL CHURCH,120 Shawmut Ave,2118.0,120 Shawmut Ave,2118.0,36446.0,Worship Facility,Worship Facility,72.8,2652594.0,2037100.1,615494.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,51.596870403000004,108.19038631100001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160,Assembly
100740,1303401000.0,boston college high,150 Morrissey Blvd,2125.0,160  150 Wm T Morrissey Blvd,2125.0,333840.0,K-12 School,0,88.9,29687109.0,23312401.0,6374707.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,85.19,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,543.0613574820001,1238.12161711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1781,Education
100742,2102473001.0,BOSTON COLLEGE TRS OF,110 St Thomas More Rd,2159.0,2601 2609 Beacon St,2135.0,104278.0,College/University,College/University,59.2,6177485.3,3358000.1,2819485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23418063.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,236.35742754999998,178.34338531100002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415,College/University
100743,2102473001.0,BOSTON COLLEGE TRS OF,2601 Beacon St,2139.0,2601 2609 Beacon St,2135.0,274295.0,College/University,College/University,89.1,24441610.3,6853400.1,9915630.3,0.0,0.0,0.0,7672578.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23418063.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,831.2272880490001,363.984079311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.45921904000005,1705,College/University
100744,2102473001.0,BOSTON COLLEGE TRS OF,100 St Thomas More Rd,2148.0,2601 2609 Beacon St,2135.0,98200.0,College/University,College/University,50.4,4952815.3,0.0,4952814.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23418063.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,415.194464684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415,College/University
100745,2102473001.0,BOSTON COLLEGE TRS OF,150 Saint Thomas More Rd,2162.0,2601 2609 Beacon St,2135.0,205805.0,College/University,College/University,62.5,12870005.5,8390200.1,4479805.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23418063.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,375.54212859700004,445.603527311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,821,College/University
100746,2102473001.0,BOSTON COLLEGE TRS OF,200 Saint Thomas More Rd,2138.0,2601 2609 Beacon St,2135.0,247023.0,College/University,College/University,120.3,29716428.1,13820800.2,15895627.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23418063.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,1332.5304700909999,734.0226986219999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2067,College/University
100747,2102473001.0,BOSTON COLLEGE TRS OF,50 Saint Thomas More Rd,2150.0,0,2150.0,31906.0,College/University,College/University,85.8,2736634.6,1796400.0,940234.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23418063.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,78.819866518,95.40680400000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174,College/University
100748,2102473001.0,BOSTON COLLEGE TRS OF,60 Saint Thomas More Rd,2135.0,2601 2609 Beacon St,2135.0,63743.0,College/University,College/University,132.9,8473071.5,2945000.2,5528071.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23418063.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,463.418208696,156.40896062200002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620,College/University
100749,2102473001.0,BOSTON COLLEGE TRS OF,70 Saint Thomas More Rd,2135.0,2601 2609 Beacon St,2135.0,119492.0,College/University,College/University,30.4,3629272.9,1767700.0,1861572.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23418063.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,156.055656207,93.882547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250,College/University
100750,2102473001.0,BOSTON COLLEGE TRS OF,90 Saint Thomas More Rd,2135.0,2601 2609 Beacon St,2135.0,110488.0,College/University,College/University,39.0,4303731.9,1301900.0,3001831.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23418063.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,251.64356817700002,69.143909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321,College/University
100751,2102473001.0,BOSTON COLLEGE TRS OF,2609 Beacon St,2135.0,2601 2609 Beacon St,2135.0,116601.0,College/University,College/University,184.0,21451572.4,28100.0,16050733.8,0.0,0.0,0.0,5372738.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23418063.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,1345.5330144539998,1.492391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.74985632000005,1704,College/University
100753,2102473001.0,BOSTON COLLEGE TRS OF,21 Saint Thomas More Rd,2135.0,2601 2609 Beacon St,2135.0,154506.0,College/University,College/University,74.2,11463258.9,157700.0,4849485.8,0.0,0.0,0.0,6456073.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23418063.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,406.53239461399994,8.375447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.68328040000006,844,College/University
100756,2102443000.0,BOSTON COLLEGE TRUSTEES OF,2150 Commonwealth Ave,2135.0,2150 Commonwealth Ave,2135.0,239667.0,College/University,College/University,66.3,15901359.9,9909900.5,5991458.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23418063.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,502.26395767200006,526.314815555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1029,College/University
100757,702972010.0,BOSTON COLLEGIATE CHARTER,11 Mayhew St,2125.0,11 Mayhew St,2125.0,67800.0,K-12 School,K- School,47.5,3217605.4,2025479.5,1192125.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,99.935905814,107.57321624499998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208,Education
100759,1303220000.0,BOSTON COLLEGIATE CHARTER,215 Sydney St,2125.0,215 Sydney St,2125.0,28467.0,K-12 School,K- School,41.1,1169686.8,402700.0,766986.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,64.29651182699999,21.387397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86,Education
100760,401763000.0,BOSTON CONSERVATORY RLTY CP,31 Hemenway St,2115.0,31 Hemenway St,2115.0,38783.0,College/University,College/University,114.4,4437718.3,1417252.0,3020466.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,253.205681546,75.27025372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328,College/University
100761,302890000.0,BOSTON CORNHILL LLC,1 Washington Mall,2108.0,1 Washington St,2108.0,176088.0,Office,Office,27.1,4763592.7,28948.0,4734644.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,396.90526520099996,1.53742828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398,Office
100766,201875000.0,BOSTON EDISON COMPANY,27 West St,2129.0,27 West St,2129.0,21775.0,Other,Other,34.6,753934.2,373800.2,380134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,31.86663322,19.852528622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,Property Type Not Recognized in Database
100768,703584000.0,BOSTON EDISON COMPANY,1165 Massachusetts Ave,2125.0,1165 Massachusetts Ave,2125.0,236213.0,Office,Office,164.5,38868486.1,8159099.7,30709385.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4964766.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,2574.3677696990003,433.329785067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3008,Office
100770,1704417000.0,boston home for incurable,2049-2061 Dorchester Ave,2124.0,2061 Dorchester Ave,2124.0,83900.0,Senior Living Community,Senior Living Community,135.7,11385845.1,8885470.9,2500374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,85.19,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,213.00686105999998,471.907359499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,685,Lodging
100771,401845000.0,BOSTON HOSPITAL FOR WOMEN,221 Longwood Ave,2115.0,221 Longwood Ave,2115.0,235650.0,Outpatient Rehabilitation/Physical Therapy,"Laboratory , Outpatient Rehabilitation/Physical Therapy",411.8,97038627.8,0.0,45258951.7,0.0,0.0,0.0,51779663.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,3794.0579210110004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3438.16962984,7232,Healthcare
100772,900650000.0,boston housing auth,1701 Washington St,2118.0,Worcester St,2118.0,55472.0,Multifamily Housing,0,197.6,10959933.6,7741599.0,3218334.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,85.19,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,274.169916055,411.15632289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,685,Multifamily Housing
100773,900890000.0,boston housing auth,155 Northampton St,2118.0,155 Northampton St,2118.0,55472.0,Multifamily Housing,0,74.7,4143457.7,1005100.0,3138357.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,85.19,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,267.356683944,53.380860999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321,Multifamily Housing
100774,901447000.0,BOSTON HOUSING AUTH,1-9 Ditmus Ct,2118.0,601 625 Shawmut Ave,2118.0,21340.0,Multifamily Housing,Multifamily Housing,7.3,156406.1,0.0,156406.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23196619.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,13.111523363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,Multifamily Housing
100775,901447000.0,BOSTON HOUSING AUTH,2-18 Ditmus Ct,2118.0,601 625 Shawmut Ave,2118.0,26600.0,Multifamily Housing,Multifamily Housing,14.7,391565.5,0.0,391565.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23196619.0,2022,83.83,53.11,73.5,74.21,75.29,75.35,74.21,61.71,75.2,66.4,66.4,32.824944247999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Multifamily Housing
