_id,Property Name,Reported,Tax Parcel,Property Type,Address,Year Built
882,Chiswick Building,Reported,,Multifamily Housing,125 Chiswick Rd,1963
1643,602 FRANKLIN FIELD SENIOR,Municipal,1402862000,Multifamily Housing,91 Ames Street,1963
1660,230 FOLEY,Municipal,701516000,Multifamily Housing,199 H St.,1963
919,ATJ Neponset III,Reported,,Multifamily Housing,30 - 46 Sierra Road,1964
923,2165 Dot Ave LLC,Reported,1704098000,Multifamily Housing,2165 Dorchester Avenue,1964
1591,Commonwealth Square Condo Trust,Reported,2101776000,Multifamily Housing,9 Commonwealth Court,1964
629,Jamaicaway Tower and Townhouses,Reported,1002149000,Multifamily Housing,111 Perkins Street,1965
678,The Longwood: The Longwood,Reported,1000017000,Multifamily Housing,1575 Tremont Street,1965
850,Adams Court - A,Reported,1801010000,Multifamily Housing,415 River Street,1965
933,Commercial Wharf East,Reported,303028406,Multifamily Housing,49 Commercial Wharf East,1965
1283,Morton Village,Submitted with Possible Data Errors,1800768001,Multifamily Housing,65 Morton Village Dr,1965
1382,The Hill Condominium Apartments Association,Reported,501560000,Multifamily Housing,70 Mount-Vernon Street,1965
1559,Castle Square-0500478002,Reported,500478002,Multifamily Housing,484 Tremont St,1965
1808,99-219 Lake Shore Road,Reported,2205550001,Multifamily Housing,99-219 Lake Shore Road,1965
1825,741 East Sixth Street,Reported,604127001,Multifamily Housing,741 East Sixth Street,1965
1827,745 East Sixth Street,Reported,604128000,Multifamily Housing,745 East Sixth Street,1965
1828,880 East Fourth Street,Reported,604307000,Multifamily Housing,880 East Fourth Street,1965
1843,1505 Commonwealth Ave Realty Trust,Submitted with possible data errors,2101830005,Multifamily Housing,1505 Commonwealth Ave,1965
284,Hawthorne Place Condominium Trust,Reported,300475000,Multifamily Housing,2 & 9 Hawthorne Place,1966
1682,237 J.J. CARROLL,Municipal,2102552000,Multifamily Housing,130 Chestnut Hill Ave,1966
835,Brandywyne Village,Reported,100534000,Multifamily Housing,88 Brandywyne Drive,1967
1593,Tremont on the Common Condominium,Reported,304850000,Multifamily Housing,151 Tremont Street,1967
280,20 Radcliffe Rd,Reported,2100964001,Multifamily Housing,20 Radcliffe Rd,1968
298,Adams Village (Whole Building Data): 725 Adams Street (Whole Building Tracking),Reported,1603457000,Multifamily Housing,725 Adams Street,1968
300,Adams Village (Whole Building Data): 735 Adams Street (Whole Building Tracking),Reported,16034577000,Multifamily Housing,735 Adams Street,1968
883,Regency Building 1455,Reported,,Multifamily Housing,1455,1968
922,Ambassador Realty Trust,Reported,,Multifamily Housing,100 - 110 Livermore Street,1968
926,Butler Street,Reported,1703703000,Multifamily Housing,68 Butler Street,1968
1286,MA042_Avalon Prudential Center 1 (mv54),Reported,401037075,Multifamily Housing,770 Boylston Street,1968
1392,MA040_AVA Back Bay (mv56),Reported,401037010,Multifamily Housing,790 Boylston Street,1968
1393,MA041_Avalon Prudential Center 2 (mv55),Reported,401037050,Multifamily Housing,780 Boylston Street,1968
1671,241 EVA WHITE (CASTLE SQ),Municipal,500478004,Multifamily Housing,440 Tremont St.,1968
1859,180 beacon condominium trust,Reported,502598000,Multifamily Housing,180 beacon street,1968
630,Mandela Homes (Building 04),Reported,901855000,Multifamily Housing,10 Hammond Street,1969
631,Mandela Homes (Building 03),Reported,901150000,Multifamily Housing,9 Greenwicj St,1969
632,"Mandela Homes (Buildings 09,10,11)",Reported,901855000,Multifamily Housing,53-57 Windsor Street,1969
633,Mandela Homes (Parent Property),Reported,901855000,Multifamily Housing,1855 Washington Street,1969
634,"Mandela Homes (Buildings 01,02)",Reported,901855000,Multifamily Housing,1-5 Greenwich St,1969
635,"Mandela Homes (Buildings 17,18,19,20,21)",Reported,901150000,Multifamily Housing,1835-1841 Washingtom St,1969
636,Mandela Homes (Building 14),Reported,901150000,Multifamily Housing,560 Shawmut St,1969
637,"Mandela Homes (Buildings 05,06,07,08)",Reported,901855000,Multifamily Housing,22-34 Hammond St,1969
638,Mandela Homes (Building 22),Reported,901150000,Multifamily Housing,1855 Washington Street,1969
639,"Mandela Homes (Buildings 12, 13)",Reported,901150000,Multifamily Housing,150-160 North Hampton St,1969
640,"Mandela Homes (Buildings 15,16)",Reported,901150000,Multifamily Housing,579-580 Shawmut St,1969
761,Georgetowne Homes I & II,Reported,1812326000,Multifamily Housing,400A Georgetowne Drive,1969
1683,238 MEADE APARTMENTS,Municipal,1700958000,Multifamily Housing,5 Melville Ave,1969
1686,240 MLK TOWERS,Municipal,1201140000,Multifamily Housing,280 MLK Jr. Blvd,1969
1748,82 South Huntington,Reported,1001492000,Multifamily Housing,82 South Huntington Avenue,1969
127,Ridgecrest Green (dr77),Reported,1812339010,Multifamily Housing,110 Edgemere Rd,1970
408,Waverly (wv000),Reported,2200716000,Multifamily Housing,9 Bronsdon Street,1970
646,Clearway: Clearway Street,Voluntary,,Multifamily Housing,16 Clearway Street,1970
683,Sisters of Saint Joseph of Boston,Reported,2101375010,Multifamily Housing,631/637 Cambridge St,1970
855,Amory Street,Reported,1101208000,Multifamily Housing,125 Amory Street,1970
920,Cummins Realty Trust,Reported,1811022000,Multifamily Housing,605 Truman Highway,1970
1385,109-111 Tremont St,Reported,2203712010,Multifamily Housing,109-111 Tremont St,1970
1684,242 WALNUT PARK,Municipal,1101630000,Multifamily Housing,1990 Columbus Ave.,1970
1742,180 NB - Glencoe Street,Reported,2202115000,Multifamily Housing,180 North Beacon Street,1970
45,Methunion,Reported,400790000,Multifamily Housing,465 Columbus Avenue,1971
191,Ulin House: 30 Wallingford Rd.,Reported,2102565015,Multifamily Housing,30 Wallingford Rd,1971
1570,CharlesNewtown,Reported,,Multifamily Housing,89 Medford Street,1971
27,Morville House: 100 Norway Street,Reported,401452000,Multifamily Housing,100 Norway Street,1972
260,Piano Craft Guild,Reported,901071000,Multifamily Housing,791 Tremont Street,1972
950,The Forbes Building: 545 Centre St.,Reported,1901974000,Multifamily Housing,545 Centre St.,1972
1631,257 LOWER MILLS,Municipal,1703554000,Multifamily Housing,2262 Dorchester Ave.,1972
1637,251 CODMAN,Municipal,1704614000,Multifamily Housing,784 Washington St.,1972
1648,250 ROCKLAND TOWERS,Municipal,2011609000,Multifamily Housing,5300 Washington St.,1972
1672,247 GENERAL WARREN,Municipal,203861000,Multifamily Housing,114 Rutherford Ave.,1972
1688,232 GROVELAND,Municipal,1800112000,Multifamily Housing,15 Mary Moore Beatty Circle,1972
1689,234 DAVISON,Municipal,1804470000,Multifamily Housing,101 Davison St.,1972
619,Carson Tower,Reported,701483000,Multifamily Housing,1410 Columbia Rd,1973
701,Church Park Apartments,Reported,401425000,Multifamily Housing,221 Massachusetts Avenue,1973
790,Smith Senior Residence,Reported,902505000,Multifamily Housing,757 Shawmut Avenue,1973
1556,Tai Tung Village,Reported,305021000,Multifamily Housing,230 Harrison Avenue,1973
1629,298 HAMPTON HOUSE,Municipal,900890000,Multifamily Housing,155 Northhampton St.,1973
1636,299 WASHINGTON MANOR,Municipal,900650000,Multifamily Housing,1701 Washington St.,1973
1644,254 PASCIUCCO,Municipal,1502943000,Multifamily Housing,330 Bowdoin St.,1973
1661,253 ST. BOTOLPH,Municipal,400975000,Multifamily Housing,70 St. Botolph St.,1973
1675,245 AMORY STREET,Submitted with possible data errors,1101208000,Multifamily Housing,125 Amory St.,1973
1676,244 FREDERICK DOUGLAS,Municipal,402595000,Multifamily Housing,755 Tremont St.,1973
1691,158 WEST NEWTON,Municipal,900475000,Multifamily Housing,94 West Newton St.,1973
74,Roxse Homes: Tremont and Warwick Street,Reported,902000010,Multifamily Housing,1030 Tremont Street,1974
86,Mercantile Wharf: Mercantile Wharf,Reported,303636000,Multifamily Housing,111 Atlantic Avenue,1974
87,Roxse Homes: Hammond Street,Reported,901580000,Multifamily Housing,10 Kendall Street,1974
89,"Mishawum Park: Bldgs 9,10,11, and 12",Reported,202390000,Multifamily Housing,290 Main Street,1974
95,"Mishawum Park: Bldgs 17, 18, and 20",Reported,202315000,Multifamily Housing,216 Main Street,1974
99,Roxse Homes: Camden and Northampton Street,Reported,901120000,Multifamily Housing,65 Camden Street,1974
178,New Mass Pike Towers,Reported,500270000,Multifamily Housing,366 Tremont Street,1974
356,Comaven Housing: 1399 Commonwealth Ave,Reported,2101105000,Multifamily Housing,1399 Commonwealth Avenue,1974
399,Rockingham Glen - 30&40 Rockingham Ave.,Reported,2003041000,Multifamily Housing,30-40 Rockingham Avenue,1974
845,Haynes House,Reported,902160000,Multifamily Housing,735 Shawmut Ave,1974
1635,262 HASSAN,Municipal,1801546000,Multifamily Housing,705 River St.,1974
1668,249 TORRE UNIDAD,Municipal,1806659000,Multifamily Housing,80 West Dedham St.,1974
135,Mission Park Apartments,Reported,1000290000,Multifamily Housing,15-37 St Albams Rd,1975
173,Amy Lowell House: 65 Martha Road,Reported,300465000,Multifamily Housing,65 Martha Rd,1975
319,Waterview - 1350 Columbia Rd,Reported,701436000,Multifamily Housing,1350 Columbia Rd,1975
420,SHORE PLAZA EAST - 730 BORDER ST: 26850520011,Reported,103678000,Multifamily Housing,730 Border St.,1975
421,Landfall West Apartments 401 BORDER ST: 26291321003,Reported,103613000,Multifamily Housing,401 Border St.,1975
422,South Cove Plaza East - 285 TREMONT: 26145951005,Reported,500066000,Multifamily Housing, 285 TREMONT,1975
423,South Cove Plaza West - 230 STUART ST: 26090791000,Reported,500800000,Multifamily Housing,230 Stuart Street,1975
594,Towers at Longfellow - 19137,Reported,300470000,Multifamily Housing,5 Longfellow Place,1975
799,Landfall Community Associates II: 72 Marginal Street,Reported,104482000,Multifamily Housing,72 Marginal Street,1975
1647,252 HERITAGE,Municipal,105398000,Multifamily Housing,209 Sumner St.,1975
1776,Landfall Community Associates II: 350 Meridian Street,Reported,103647000,Multifamily Housing,350 Meridian Street,1975
84,Christopher Columbus Plaza: 145 Commercial Street,Reported,303551000,Multifamily Housing,145 Commercial St,1976
250,99 Fulton Street: 99 Fulton Street,Reported,303604000,Multifamily Housing,99 Fulton Street,1976
552,Concord Houses- 715 Tremont,Reported,402660000,Multifamily Housing,715 Tremont Street,1976
553,Concord Houses- 725 Tremont,Reported,402600000,Multifamily Housing,725 Tremont Street,1976
564,Broadlawn Commons Condominium Trust,Reported,2007013060,Multifamily Housing,50 Broadlawn Park,1976
816,Cabot Estate Condominium,Reported,1902190000,Multifamily Housing,241 Perkins Street,1976
1489,Soldiers Field Park Complex (Roll-Up),Reported,2200480000,Multifamily Housing,111 Western Avenue,1976
14,Catherine Clark: Catherine Clark,Reported,1301910000,Multifamily Housing,915 Dorchester Avenue,1977
388,Bowdoin School,Reported,300213000,Multifamily Housing,45 Myrtle Street,1977
502,Quincy Towers,Reported,305550000,Multifamily Housing,5 Oak Street West,1977
1387,120 Fulton Condo,Reported,303474000,Multifamily Housing,120 Fulton Street ,1977
1679,272 ROSLYN,Municipal,1805623000,Multifamily Housing,1 Cliffmont St.,1977
1685,261 AUSONIA HOMES,Municipal,303560000,Multifamily Housing,185 Fulton St.,1977
1687,270 SPRING STREET,Municipal,2008899005,Multifamily Housing,23 Spring St.,1977
155,Union Wharf Condominiums,Reported,303038200,Multifamily Housing,343 Commercial Street,1978
164,Anderson Park: 250 Cambridge St,Reported,502186000,Multifamily Housing,250 Cambridge St,1978
194,Kurlat House: 28 Wallingford Rd.,Reported,2102565020,Multifamily Housing,28 Wallingford Rd.,1978
322,Symphony East: 334 Massachusetts Ave,Reported,402295000,Multifamily Housing,334 Massachusetts Ave,1978
324,Symphony West: 333 Massachusetts Ave,Reported,402277000,Multifamily Housing,333 Massachusetts Ave,1978
364,Norway Housing: 99-103 Norway Street,Reported,401410000,Multifamily Housing,99-103 Norway Street,1978
365,Norway Housing: 87 Saint Stephen Street,Reported,401665000,Multifamily Housing,87 Saint Stephen Street,1978
432,Reservoir Towers: Reservoir Towers,Reported,2102474000,Multifamily Housing,CHESNUT HILL AVE/ 1925 Commonwealth,1978
469,Peterborough Housing:  35-45 Peterborough St,Reported,,Multifamily Housing,35-45 Peterborough St,1978
470,Peterborough Housing: 36-46 Peterborough,Reported,,Multifamily Housing,36-46 Peterborough Street,1978
471,Peterborough Housing: 72-82 Peterborough St,Reported,,Multifamily Housing,72-82 Peterborough Street,1978
472,Peterborough Housing (Parent Account),Reported,,Multifamily Housing,"36-46, 35-45, 72-82 Peterborough St",1978
861,Back of the Hill Apartments L.P.,Reported,1001490000,Multifamily Housing,100 South Huntington Avenue,1978
900,The Blackstone Apartments,Reported,300670000,Multifamily Housing,33 Blossom Street,1978
902,Kenmore Abbey,Reported,503924000,Multifamily Housing,488 Commonwealth Avenue,1978
1630,271 PATRICIA WHITE,Municipal,2102001000,Multifamily Housing,20 Washington St.,1978
1651,603 MONSIGNOR POWERS,Municipal,602527000,Multifamily Housing,120 L St.,1978
1656,756 705-6 CONDOMINIUMS,Municipal,803001000,Multifamily Housing,122 Blue Hill Ave,1978
78,Victory Gardens Apartments: 54 Orleans Street,Reported,105343100,Multifamily Housing,54 Orleans St,1979
152,Parris Landing Condominium Trust: 42 8th Street,Reported,203506010,Multifamily Housing,42 8th Street,1979
857,Cheriton Heights,Reported,2011777010,Multifamily Housing,18 Cheriton Rd,1979
863,Casa Maria Apartments,Reported,301498000,Multifamily Housing,130 Endicott Street,1979
1624,Keystone: 151 Hallet Street,Reported,1604327000,Multifamily Housing,151 Hallet St,1979
20,Taurus Apartments: Taurus Apartments,Reported,1201992000,Multifamily Housing,120 Humboldt Avenue,1980
22,Robert Fortes: 541 Shawmut Ave.,Reported,900939000,Multifamily Housing,541 Shawmut Ave,1980
37,Geneva Avenue Elderly Housing: 22 Beechwood Street,Reported,1400035000,Multifamily Housing,22 Beechwood Street,1980
61,Mount Pleasant (2-6 Waverly St),Reported,1200302000,Multifamily Housing,2 Waverly Street,1980
75,Fieldstone Apartments,Reported,1404349000,Multifamily Housing,901 - 907 Blue Hill Ave,1980
400,Blake Estates I & II,Reported,1809255000,Multifamily Housing,1344 Hyde Park Avenue,1980
606,"Exeter Towers, LLC",Reported,501398000,Multifamily Housing,28 Exeter Street,1980
771,Spring House: 44 Allandale Street,Reported,2003594000,Multifamily Housing,44 Allandale Street,1980
858,Woodbourne Apartments,Reported,1904952000,Multifamily Housing, 6 Southbourne Rd,1980
935,Kilsyth Terrace,Reported,2102128000,Multifamily Housing,"4,8,12 Kilsyth Terrace",1980
1623,Savin Hill Apts: 130 Aukland,Reported,1503123000,Multifamily Housing,130 Auckland St,1980
15,Marcus Garvey,Reported,903557000,Multifamily Housing,42 John Eliot Square,1981
299,McNamara House (Whole Building Tracking): McNamara House (Whole Building Trac...,Reported,2200864000,Multifamily Housing,210 Everett Street,1981
444,On the Fens Condominium,Reported,401719000,Multifamily Housing,70 & 74 Fenway,1981
1642,290 JOSEPH C. MALONE,Municipal,1811091000,Multifamily Housing,11 Gordon Ave,1981
1655,277 BELLFLOWER,Municipal,703210000,Multifamily Housing,24 Bellflower St.,1981
129,Ridgecrest Terrace (rg99),Reported,2012112000,Multifamily Housing,14 Ridgecrest Ter,1982
452,Jamaicaway Place Condo,Reported,1001609000,Multifamily Housing,40-50-60 Jamaicaway,1982
725,Devonshire,Reported,303895000,Multifamily Housing,One Devonshire Place,1982
1638,283 PEABODY SQUARE,Municipal,1601530000,Multifamily Housing,1875 Dorchester Ave,1982
1664,174 RUTLAND,Municipal,900540000,Multifamily Housing,62 Rutland St.,1982
80,Dorchester House Apartments: 10 Ellet Street,Reported,1500550000,Multifamily Housing,10 Ellet St,1983
773,Beacon House: 19 Myrtle St,Reported,300168000,Multifamily Housing,19 Myrtle St,1983
852,The Greenhouse Apartments,Reported,864000,Multifamily Housing,150 Huntington Avenue,1983
932,102-108 Gainsborough Street,Reported,401645000,Multifamily Housing,102 Gainsborough Street,1983
1298,249 A Street,Reported,602752000,Multifamily Housing,249 A Street,1983
1653,193 HIGHLAND PARK,Municipal,903491000,Multifamily Housing,50-68 Highland Ave.,1983
464,Shipways Condominium,Reported,203515600,Multifamily Housing,1-48 Shipway Place,1984
930,103 Gainsborough St,Reported,401611000,Multifamily Housing,103 Gainsborough St,1984
939,111 Gainsborough St,Reported,401615000,Multifamily Housing,111 Gainsborough St,1984
940,90 & 96 Gainsborough St,Reported,401646000,Multifamily Housing,90 Gainsborough St,1984
941,Dartmouth Square Condominums,Reported,400357046,Multifamily Housing,150 Appleton St,1984
942,95 Gainsborough St,Reported,401607000,Multifamily Housing,95 Gainsborough St,1984
943,78 & 84 Gainsborough St,Reported,401647000,Multifamily Housing,78 Gainsborough St,1984
944,87 Gainsborough St,Reported,401603000,Multifamily Housing,87 Gainsborough St.,1984
945,79 Gainsborough St,Reported,401599000,Multifamily Housing,79 Gainsborough St,1984
946,Deacon Condominiums,Reported,2100566000,Multifamily Housing,57-59 Brighton Ave ,1984
100,Sumner Hill House Condos: Sumner Hill House Condos,Reported,1901237000,Multifamily Housing,76 Elm Street,1985
150,Commonwealth Park Condo: 1427 Commonwealth Avenue,Reported,2101110000,Multifamily Housing,1427 Commonwealth Avenue,1985
330,"Residences at Copley Place, The",Reported,400985010,Multifamily Housing,16 Harcourt Street,1985
527,Constitution Co-op: 42 Park Street,Reported,203350010,Multifamily Housing,42 Park Street,1985
574,Washington Square Condominium,Reported,2101724000,Multifamily Housing,"309 -  313 Allston St., and 1560 - 1576 Commonwealth Ave.",1985
597,South Boston Elderly,Reported,602147000,Multifamily Housing,120 H Street,1985
659,Carol Avenue Cooperative,Voluntary,,Multifamily Housing,6 Carol Avenue,1985
710,Garrison Square,Reported,,Multifamily Housing,32 Garrison Street,1985
769,Council Tower: 2875 Washington St,Reported,1100915000,Multifamily Housing,2875 Washington St,1985
938,63-65 Burbank,Reported,401446000,Multifamily Housing,63-65 Burbank st,1985
1375,460 Harrison Ave,Reported,306540000,Multifamily Housing,460 Harrison Ave,1985
1428,856-862 Beacon Street,Reported,2100210000,Multifamily Housing,856-862 Beacon Street,1985
1650,653 CLIFTON/BALCHELDER-SPEC. NEEDS,Municipal,800038000,Multifamily Housing,62 Clifton Street,1985
1850,170 Parkside Condominium Trust,Reported,304842000,Multifamily Housing,170 Tremont St,1985
34,St. Helena's House: 89 Union Park Street,Reported,801080000,Multifamily Housing,89 Union Park St,1986
154,Basilica Leasehold Condominium Trust: Basilica Condominium,Reported,203510175,Multifamily Housing,106 13th Street,1986
291,Mariner Condo Associates,Reported,303543000,Multifamily Housing,300 Commercial St,1986
456,The Schoolhouse on Monument Square Condominium,Reported,203150000,Multifamily Housing,30 Monument Square,1986
468,Constellation Wharf Condominium,Reported,203516001,Multifamily Housing,Pier 7 Ninth Street,1986
522,Charles Bulfinch Condominium,Reported,303135000,Multifamily Housing,350 North Street,1986
595,The Courtyard,Reported,2202114000,Multifamily Housing,140-154 North Beacon Street,1986
862,Cheriton Grove Apartments,Reported,2011777000,Multifamily Housing,20 Cheriton Rd,1986
918,Mother Brook Trust,Reported,1812141000,Multifamily Housing,1608 River Street,1986
1302,Highview Park Condominium Trust,Reported,2002964000,Multifamily Housing,4975 Washington St.,1986
17,Prang Estates: Prang Estates,Reported,903453000,Multifamily Housing,45 Centre Street,1987
77,Tent City,Reported,400600040,Multifamily Housing,100 -128 Dartmouth Street (130),1987
83,Cardinal Medeiros Manor: 11 Woodcliff Street,Reported,1300691000,Multifamily Housing,11 Woodcliff St,1987
151,San Marco/Lincoln Wharf Condominium Trust: Lincoln Wharf,Reported,303039000,Multifamily Housing,357 Commercial Street,1987
168,Huntington Avenue: 706 Huntington Avenue,Reported,1000131000,Multifamily Housing,706 Huntington Avenue,1987
457,Peterborough Gardens Condo,Reported,504236000,Multifamily Housing,24 and 30 Peterborough Street,1987
474,Adams House Condominiums,Reported,1602997000,Multifamily Housing,59 Msgr Lydon Way,1987
765,Roslindale House: Roslindale House,Reported,1904205100,Multifamily Housing,120 Poplar St,1987
1595,Cliffmont Estates Condominium,Reported,1804765000,Multifamily Housing,57A - 145B Grew Ave.,1987
263,416 Marlborough Street Condominium Trust,Reported,503596000,Multifamily Housing,416 Marlborough Street,1988
1380,Roxbury Hills,Reported,1202025000,Multifamily Housing,123A Hutchings Street,1988
1399,Roxbury Hills - 140 Humboldt Ave,Reported,1202025000,Multifamily Housing,140 Humboldt Ave,1988
1400,Roxbury Hills - Hutchings St Apts.,Reported,1203099000,Multifamily Housing,49 Hutchings St. ,1988
153,Flagship Wharf Condominium: 197 8th Street,Reported,203505100,Multifamily Housing,197 8th Street,1989
266,75 Clarendon Street Condo Trust,Reported,501048000,Multifamily Housing,75 CLARENDON ST,1989
283,Charlestown Navy Yard Rowhouses,Reported,203517500,Multifamily Housing,110 First Ave,1989
508,15 North Beacon Street Condominium Trust,Reported,2201749000,Multifamily Housing,15 N-Beacon St,1989
757,Fulton Court Condominium Trust,Reported,303478000,Multifamily Housing,100 Fulton Street,1989
928,Gumball Condominiums,Submitted with possible data errors,103894010,Multifamily Housing,150 Orleans Street,1989
1590,Dale Village Condo Trust,Reported,1903888000,Multifamily Housing,25 Harrison St,1989
21,Wayne at Franklin Hill: Wayne at Franklin Hill,Reported,1404338000,Multifamily Housing,140 American Legion Highway,1990
60,Parker Hill,Reported,1001052000,Multifamily Housing,170 Parker Hill Avenue,1990
169,West Fenway Elderly Housing: 110 Peterborough St,Reported,2100033000,Multifamily Housing,110 Peterborough St,1990
209,1200 Commonwealth Ave,Submitted with Possible data errors,2101571000,Multifamily Housing,1200 Commonwealth Avenue,1990
210,72 Gardner Street,Submitted with Possible data errors,2100542000,Multifamily Housing,72 Gardner Street,1990
212,36-44 Quint Ave,Submitted with Possible data errors,2100917000,Multifamily Housing,36-44 Quint Ave,1990
431,Newfield Woods Condo ASC,Reported,2007665010,Multifamily Housing,97 Anderer LN,1990
447,Fenway Views Condominium,Reported,2100033010,Multifamily Housing,"104, 106 &108 Peterborough Street, 51-67 Kilmarnock Street",1990
716,TDC III: 400 Mass Ave,Reported,900740000,Multifamily Housing,400 Massachusetts Avenue,1990
767,Fenway Studios,Reported,504174000,Multifamily Housing,30 Ipswich Street ,1990
792,Waterford Place,Reported,306150000,Multifamily Housing,180 Shawmut Ave,1990
898,Brown Kaplan,Reported,1404266030,Multifamily Housing,27-33 Wilbert Rd,1990
1322,Hamilton Northeast LLC,Reported,901323500,Multifamily Housing,650 Columbus Ave,1990
1609,BC Stayer Hall,Reported,2102473020,Multifamily Housing,110 St Thomas More Rd,1990
1727,St Joseph's Community Inc,Reported,903820000,Multifamily Housing,86 Crispus Attucks Pl,1990
899,Langham Court,Reported,900660000,Multifamily Housing,26 Worcester St,1991
1563,Roxbury Corners-0901180010,Reported,901180010,Multifamily Housing,1801 Washington Street,1991
1565,Parmelee Court-1762,Reported,801615010,Multifamily Housing,1762 Washington Street,1991
271,Burroughs Wharf Condominium,Municipal,303040000,Multifamily Housing,40 & 50 Battery Street,1993
36,Oak Terrace Apartments,Reported,305484010,Multifamily Housing,888 Washington Street,1994
772,Peter Faneuil House: 60 Joy Street,Reported,300154010,Multifamily Housing,60 Joy St,1994
33,McBride House/St Cecilia's: StC-108 Kilmarnock st,Reported,504281010,Multifamily Housing,StC-108 Kilmarnock st,1995
529,Blue Ledge Co-op: 15 Blue Ledge Drive,Reported,4426493,Multifamily Housing,15 Blue Ledge Drive,1995
43,Mattapan Center for Life: 555 River Street,Reported,1801691020,Multifamily Housing,555 River Street,1996
804,Lewis Mall Apartments: Lewis Mall Apartments,Reported,105398005,Multifamily Housing,225 Sumner Street,1996
24,West End Place,Voluntary,,Multifamily Housing,150 Staniford Street,1997
94,Anna Bissonnette House: 1640 Washington Street,Reported,80448000,Multifamily Housing,1640 Washington Street,1997
528,Castle Cove Co-op: 225 West 2nd Street,Reported,5892086,Multifamily Housing,225 West 2nd Street,1997
71,Camfield Estates,Reported,901220000,Multifamily Housing,112 Camden Street,1998
90,Nate Smith House: 155 Lamartine St - Compliance,Reported,1900029010,Multifamily Housing,155 Lamartine St,1998
290,Laconia Condominium Association,Reported,306395010,Multifamily Housing,1200 Washington Street,1998
1567,Beryl Gardens,Reported,903082100,Multifamily Housing,103 Madison Park Court,1998
433,Grant Manor: Grant Manor,Reported,801675000,Multifamily Housing,1810-1854 Washington Street,1999
764,Longfellow House: 885 South St,Reported,2004863000,Multifamily Housing,885 South St,1999
812,1653-1661 Commonwealth Avenue,Reported,2101929000,Multifamily Housing,1653-1661 Commonwealth Avenue,1999
813,1625-1645 Commonwealth Avenue,Reported,2101925000,Multifamily Housing,1625-1645 Commonwealth Avenue,1999
814,1625-1661 Commonwealth Avenue,Reported,,Multifamily Housing,1625-1661 Commonwealth Avenue,1999
1305,Glencoe Park East Condominium,Reported,2202145000,Multifamily Housing,18 Glencoe,1999
1372,1325 Boylston St (by048),Submitted with possible data errors,,Multifamily Housing,1325 Boylston St,1999
1592,Lindsay Place Condo Trust,Reported,300028000,Multifamily Housing,13-27 Bowdoin St,1999
18,Sarah Baker Manor: Sarah Baker Manor,Reported,1200353000,Multifamily Housing,33 Perrin Street,2000
31,Riley House: 39 Maple Avenue,Reported,1809143010,Multifamily Housing,39 Maple Avenue,2000
91,Pondview: 560 Centre St,Reported,1900914000,Multifamily Housing,560 Centre St,2000
96,Ruggles Assisted Living: 25 Ruggles Street,Reported,902453000,Multifamily Housing,25 Ruggles Street,2000
118,Orchard Gardens,Reported,802195020,Multifamily Housing,25 Ambrose Street,2000
548,Geneva Apartments LLC,Reported,1401380000,Multifamily Housing,211 - 255 Geneva Ave,2000
612,West End Parent - 19155,Reported,300449000,Multifamily Housing,4 emerson place,2000
651,Landmark Square,Reported,504311000,Multifamily Housing,75 Peterborough Street,2000
1290,The Nautica Condominium Leasehold Trust,Reported,203520010,Multifamily Housing,1 Warren St,2000
1557,Mission Main III,Reported,1000001035,Multifamily Housing,39 McGreevey Way,2000
1561,Mission Main II,Reported,,Multifamily Housing,21 Cornelia Street,2000
1564,Mission Main I,Reported,,Multifamily Housing,43 Smith Street,2000
1856,Millennium Place Primary-South Tower,Reported,,Multifamily Housing,2 Avery Street,2000
29,Viviendas: 100 West Dedham,Reported,900080000,Multifamily Housing,100 West Dedham,2001
41,Franklin Highlands: 278-280 Humboldt Avenue,Reported,1202327000,Multifamily Housing,278-280 Humboldt Avenue,2001
85,The Metropolitan: 1 Nassau Street,Reported,305424030,Multifamily Housing,1 Nassau St,2001
108,Whittier Place Condominium,Reported,300450000,Multifamily Housing,6 Whittier Place,2001
475,Trinity Place Condominium,Reported,401053010,Multifamily Housing,1 Huntington Ave.,2001
802,Villa Michelangelo School Apartments: Villa Michelangelo,Reported,302161000,Multifamily Housing,64 Charter Street,2001
1307,Millennium Place Primary- North Tower,Reported,,Multifamily Housing,1-3 Avery Street,2001
1566,New Academy Estates-2897-2933 Washington,Reported,1100915001,Multifamily Housing,2897-2933 Washington Street,2001
1577,New Academy Estates-29 Cobden,Reported,1101752000,Multifamily Housing,29 Cobden St,2001
11,Wilkes Passage Lofts Condominium,Reported,306010010,Multifamily Housing,1313 Washington Street,2002
328,"Belvedere Condo Trust, The",Reported,401037600,Multifamily Housing,100 Belvedere Street,2002
332,Wilkes Passage Lofts Condominium,Reported,306010010,Multifamily Housing,1313 Washington Street,2002
442,The Colonnade Residences,Reported,400905010,Multifamily Housing,118 Huntington Avenue,2002
505,Carillon Condo Trust,Reported,401420010,Multifamily Housing,183 Massachusetts Avenue,2002
526,Franklin Park Villa Co-op: 131 Morton Street,Reported,1103774000,Multifamily Housing,131 Morton Street,2002
44,Rollins Square,Reported,306455010,Multifamily Housing,2 Rollins Street,2003
206,Covenant House,Municipal,2101991000,Multifamily Housing,30 Washington St,2003
540,East Berkeley Lofts,Reported,306266000,Multifamily Housing,160 East Berkeley Street,2003
1521,One Western Ave,Reported,2200481000,Multifamily Housing,One Western Ave,2003
