_id,BERDO ID,Tax Parcel ID,Property Owner Name,Building Address,Building Address City,Building Address Zip  Code,Parcel Address,Parcel Address City,Parcel Address Zip Code,Reported Gross Floor Area (Sq Ft),Reported Enclosed Parking Area (Sq Ft),Largest Property Type,All Property Types and GFAs,Site EUI (Energy Use Intensity kBtu/ft2),Energy Star Score,Total Site Energy Usage (kBtu),Natural Gas Usage (kBtu),Natural Gas Emissions (kgCO2e),Electricity Usage (kWh),Electricity Emissions (kgCO2e),Renewable System Electricity Usage Onsite (kBtu),District Hot Water Usage (kBtu),District Hot Water Emissions (kgCO2e),District Chilled Water Usage (kBtu),District Chilled Water Emissions (kgCO2e),District Steam Usage (kBtu),District Steam Emissions (kgCO2e),Fuel Oil 1 Usage (kBtu),Fuel Oil 1 Emissions (kgCO2e),Fuel Oil 2 Usage (kBtu),Fuel Oil 2 Emissions (kgCO2e),Fuel Oil 4 Usage (kBtu),Fuel Oil 4 Emissions (kgCO2e),Fuel Oil 5 and 6 Usage (kBtu),Fuel Oil 5 and 6 Emissions (kgCO2e),Propane Usage (kBtu),Propane Emissions (kgCO2e),Diesel Usage (kBtu),Diesel Emissions (kgCO2e),Kerosene Usage (kBtu),Kerosene Emissions (kgCO2e),Water Usage Intensity (Gallons/ft2),Compliance Status,Estimated Total GHG Emissions (kgCO2e),First Emissions Compliance Year (Projected),Community Choice Electricity Participation,Renewable Energy Purchased through a Power Purchase Agreement (,Renewable Energy Certificate (REC) Purchase,Backup Generator,Battery Storage,Electric Vehicle (EV) Charging,Corresponding Campus ID,Notes,Log GSF,Log EUI,Log Total Site Energy,Log GHG Emissions,Cluster_simple,Cluster_complex,PCA_simple_1,PCA_simple_2,PCA_complex_1,PCA_complex_2,Cluster_2,Cluster_8
4527,106674,306973010.0,,1387-1393 washington st,boston,2118.0,1387 washington st,boston,2118.0,33102.0,3000.0,Multifamily Housing,"Multifamily Housing (33102.0),Parking (3000.0)",57.2,39.0,1895039.5,615386.0,32683.15,375045.0,76936.731,,,,,,,,,,,,,,,,,,,,,,29.64,in compliance,109619.881,2030.0,No,No,No,No,No,No,,,10.407348982500485,4.046553898385752,14.4547502406086,11.604774033031191,0,6,-0.7957814927983057,0.3244415660498675,-0.7957814927983057,0.3244415660498675,0,6
4529,106679,2101844000.0,,127 washington st,boston,2135.0,127  135 washington st,boston,2135.0,85146.0,0.0,Multifamily Housing,"Multifamily Housing (85146.0),Parking (9149.0)",88.8,15.0,7556948.6,6744500.1,358200.4,238115.0,48846.911,,,,,,,,,,,,,,,,,,,,,,41.3,in compliance,407047.311,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,11.352122709062593,4.486386649998124,15.837978042338863,12.916684700912253,1,1,1.9715428947022642,0.8196825679750782,1.9715428947022642,0.8196825679750782,1,1
4530,106680,502598000.0,,180 beacon st,boston,2116.0,180 beacon st,boston,2116.0,210000.0,30000.0,Multifamily Housing,"Multifamily Housing (210000.0),Parking (30000.0)",45.6,90.0,9578848.4,6697431.5,355700.587,844495.0,173239.704,,,,,,,,,,,,,,,,,,,,,,9.57,in compliance,528940.291,2025.0,No,No,No,No,No,No,,,12.254862809699606,3.8199077165203406,16.07506793395312,13.178630833014397,1,2,2.6737886353755074,-0.962620872283739,2.6737886353755074,-0.962620872283739,1,2
4533,106685,2102439200.0,watermark condo trust,2400 beacon st,boston,2135.0,2400 beacon st,boston,2135.0,141940.0,,Multifamily Housing,Multifamily Housing (141940.0),47.8,74.0,6791289.8,3660339.9,194400.652,917628.9,188242.393,,,,,,,,,,,,,,,,,,,,,,24.97,in compliance,382643.045,2025.0,No,No,No,No,No,No,,,11.863159712078973,3.86702563949741,15.731151437312935,12.854857836194144,1,1,1.9447536189885402,-0.6909128580564277,1.9447536189885402,-0.6909128580564277,1,1
4534,106686,602678015.0,,505 congress st,boston,2210.0,505 congress st,boston,2210.0,306021.0,31268.0,Multifamily Housing,"Multifamily Housing (289377.0),Parking (31268.0),Retail Store (16644.0)",51.1,59.0,15643709.5,5573829.7,296026.095,2951313.0,605432.349,,,,,,,,,,,,,,,,,,,,,,24.35,in compliance,901458.444,2025.0,No,No,No,No,No,No,,,12.631409006030742,3.933784497209659,16.56557944526554,13.711769224057209,1,2,3.7156590069385604,-0.8882172138641835,3.7156590069385604,-0.8882172138641835,1,2
4535,106687,701436000.0,,1350 columbia rd,boston,2127.0,1350 columbia rd,boston,2127.0,41739.0,,Multifamily Housing,Multifamily Housing (41739.0),47.8,90.0,1995755.4,1422979.6,75574.447,167871.0,34437.057,,,,,,,,,,,,,,,,,,,,,,27.23,in compliance,110011.504,2025.0,No,No,No,No,No,No,,,10.639191222509986,3.86702563949741,14.506533183254103,11.608340221124438,0,6,-0.671784356277857,-0.15448095317256008,-0.671784356277857,-0.15448095317256008,0,6
4536,106688,2102439010.0,waterworks museum condo,2442-2450 beacon st,boston,2135.0,2450 beacon st,boston,2135.0,47342.0,,Multifamily Housing,Multifamily Housing (47342.0),41.5,,1963890.5,1448600.0,76935.146,151023.0,30980.858,,,,,,,,,,,,,,,,,,,,,,33.98,in compliance,107916.004,2030.0,No,No,No,No,No,No,,,10.765153129746336,3.7256934272366524,14.490438012778105,11.589108462768381,0,6,-0.6693591289687556,-0.504355920643524,-0.6693591289687556,-0.504355920643524,0,6
4537,106689,2200650000.0,,26 waverly st,boston,2135.0,26 waverly st,boston,2135.0,34800.0,0.0,Multifamily Housing,"Multifamily Housing (34800.0),Parking (7020.0)",40.0,98.0,1392841.0,,,118386.0,24285.704,,,,,,,,,,988908.0,73386.863,,,,,,,,,,,45.37,in compliance,97672.567,2025.0,No,No,No,No,No,No,,,10.457372665762566,3.6888794541139363,14.146856104107965,11.489376010475588,0,6,-1.2121023916248836,-0.429153085295248,-1.2121023916248836,-0.429153085295248,0,6
4538,106690,1803025000.0,wbh housing llc mass llc,1439 blue hill ave,boston,2126.0,1439  1443 blue hill av,boston,2126.0,29416.0,,Multifamily Housing,Multifamily Housing (29416.0),54.7,58.0,1608212.1,1177372.0,62530.227,126272.0,25903.438,,,,,,,,,,,,,,,,,,,,,,31.89,in compliance,88433.665,2030.0,No,No,No,No,No,No,,,10.289294022981109,4.001863709427935,14.29063362300769,11.390008001921853,0,6,-1.1681949027963194,0.27969695504095937,-1.1681949027963194,0.27969695504095937,0,6
4539,106692,1803026000.0,wbh housing llc mass llc,1447 blue hill ave,boston,2126.0,1447  1451 blue hill av,boston,2126.0,28256.0,,Multifamily Housing,Multifamily Housing (28256.0),53.2,72.0,1502603.8,1177372.0,62530.227,95320.0,19553.945,,,,,,,,,,,,,,,,,,,,,,33.2,in compliance,82084.172,2030.0,No,No,No,No,No,No,,,10.249061103403687,3.9740583963475986,14.222710027863819,11.315500487572914,0,6,-1.309778434285925,0.23907877038567407,-1.309778434285925,0.23907877038567407,0,6
4540,106694,1604119001.0,wenlock court condo tr,15-17 wenlock rd,boston,2122.0,15  45 wenlock rd,boston,2122.0,24576.0,,Multifamily Housing,Multifamily Housing (24576.0),33.8,,831106.0,611496.0,32476.553,64364.0,13203.631,,,,,,,,,,,,,,,,,,,,,,2716.15,in compliance,45680.184,2030.0,No,No,No,No,No,No,,,10.1095256359474,3.520460802488973,13.630512622862911,10.729419872342795,0,3,-2.4404702525290367,-0.6432112861798769,-2.4404702525290367,-0.6432112861798769,0,3
4554,106717,600185000.0,,20 w fifth st,boston,2127.0,20 w fifth st,boston,2127.0,62738.0,20000.0,Multifamily Housing,"Multifamily Housing (62738.0),Parking (20000.0)",52.2,90.0,3274858.8,1946464.8,103376.746,389330.0,79867.156,,,,,,,,,,,,,,,,,,,,,,18.18,in compliance,183243.902,2025.0,No,No,No,No,No,No,,,11.046722603646513,3.955082494888593,15.001785311618216,12.118573342251143,0,5,0.36731285387941504,-0.14936465412766625,0.36731285387941504,-0.14936465412766625,0,5
4558,106722,300471004.0,west end place two corp,150 staniford st,boston,2114.0,150 staniford st,boston,2114.0,253957.0,,Multifamily Housing,Multifamily Housing (253957.0),51.2,88.0,13009891.1,8917251.8,473595.243,1199484.0,246062.148,,,,,,,,,,,,,,,,,,,,,,31.24,in compliance,719657.391,2025.0,No,No,No,No,No,No,,,12.444920240330696,3.9357395320454622,16.38122047996941,13.486530531908349,1,2,3.293655906365653,-0.8048971242501424,3.293655906365653,-0.8048971242501424,1,2
4560,106724,600711010.0,west side condo trust,120 w seventh st,boston,2127.0,120 w seventh st,boston,2127.0,35895.0,,Multifamily Housing,Multifamily Housing (35895.0),25.7,100.0,923258.7,486400.0,25832.704,128036.0,26265.305,,,,,,,,,,,,,,,,,,,,,,23.03,pending revisions,52098.009,2030.0,No,No,No,No,No,No,,,10.488353289010583,3.246490991901174,13.735664755903555,10.860882012040038,0,3,-2.1237047728183622,-1.3781900734777286,-2.1237047728183622,-1.3781900734777286,0,3
4564,106731,1101702000.0,westminster community lp,30-108 westminster ave,boston,2119.0,30  108 westminster av,boston,2119.0,70905.0,0.0,Multifamily Housing,"Multifamily Housing (70905.0),Parking (6144.0)",63.6,72.0,4510064.2,3569931.9,189599.083,275537.0,56523.66,,,,,,,,,,,,,,,,,,,,,,38.24,in compliance,246122.743,2025.0,No,No,No,No,No,No,,,11.169096231895447,4.152613470346076,15.321821946410804,12.413585645762256,1,5,0.9750473606913148,0.20634954135284658,0.9750473606913148,0.20634954135284658,1,5
4567,106734,1404338000.0,wfh housing llc a mass llc,52-58 franklin hill ave,boston,2124.0,140 american legion hw,boston,2124.0,21060.0,,Multifamily Housing,Multifamily Housing (21060.0),80.2,60.0,1688496.8,1347754.0,71579.215,99866.0,20486.511,,,,,,,,,,,,,,,,,,,,,,84.85,in compliance,92065.726,2025.0,No,No,No,No,No,No,,,9.955130785687967,4.384523514872469,14.339349223632732,11.430258014003135,0,0,-1.175034915708035,1.222561876947307,-1.175034915708035,1.222561876947307,0,0
4568,106735,1404338000.0,wfh housing llc a mass llc,30-38 franklin hill ave,boston,2124.0,140 american legion hw,boston,2124.0,21060.0,,Multifamily Housing,Multifamily Housing (21060.0),78.4,66.0,1652066.8,1347754.0,71579.215,89189.0,18296.231,,,,,,,,,,,,,,,,,,,,,,84.85,in compliance,89875.446,2025.0,No,No,No,No,No,No,,,9.955130785687967,4.361823927356363,14.317537668080906,11.40618005745888,0,0,-1.2174400918689192,1.1752941221275963,-1.2174400918689192,1.1752941221275963,0,0
4569,106736,1404338000.0,wfh housing llc a mass llc,40-50 franklin hill ave,boston,2124.0,140 american legion hw,boston,2124.0,21060.0,,Multifamily Housing,Multifamily Housing (21060.0),85.4,41.0,1798977.3,1347754.0,71579.215,132246.0,27128.944,,,,,,,,,,,,,,,,,,,,,,84.85,in compliance,98708.159,2025.0,No,No,No,No,No,No,,,9.955130785687967,4.447346100794524,14.402728894731883,11.499922886645365,0,0,-1.0532875740266747,1.3538357580739466,-1.0532875740266747,1.3538357580739466,0,0
4571,106738,303549000.0,,81-85 atlantic ave,boston,2110.0,79  85 atlantic av,boston,2110.0,65738.0,,Multifamily Housing,"Office (12987.0),Multifamily Housing (37352.0),Supermarket/Grocery Store (8999.0),Retail Store (6400.0)",51.7,100.0,3400669.6,2897322.5,153876.798,147522.6,30262.786,,,,,,,,,,,,,,,,,,,,,,22.75,pending revisions,184139.584,2030.0,No,No,No,No,No,No,,,11.09343242387742,3.9454577815143836,15.039482911372493,12.123449357688639,0,4,0.4256694697591772,-0.19204396829325815,0.4256694697591772,-0.19204396829325815,0,4
4572,106738,303549000.0,,81-85 atlantic ave,boston,2110.0,79  85 atlantic av,boston,2110.0,65738.0,,Multifamily Housing,"Office (12987.0),Multifamily Housing (37352.0),Supermarket/Grocery Store (8999.0),Retail Store (6400.0)",51.7,100.0,3400669.6,2897322.5,153876.798,147522.6,30262.786,,,,,,,,,,,,,,,,,,,,,,22.75,pending revisions,184139.584,2030.0,No,No,No,No,No,No,,,11.09343242387742,3.9454577815143836,15.039482911372493,12.123449357688639,0,4,0.4256694697591772,-0.19204396829325815,0.4256694697591772,-0.19204396829325815,0,4
4574,106740,2102439060.0,whitehall condo trust,2420 beacon st,boston,2135.0,2420 beacon st,boston,2135.0,49939.0,,Multifamily Housing,Multifamily Housing (49939.0),36.7,93.0,1834223.3,1067100.0,56673.681,224831.0,46121.831,,,,,,,,,,,,,,,,,,,,,,16.15,in compliance,102795.512,2030.0,No,No,No,No,No,No,,,10.818557539604447,3.6027767550605247,14.42213168011211,11.540496973462632,0,6,-0.7674924727876776,-0.782178231573468,-0.7674924727876776,-0.782178231573468,0,6
4575,106741,2101548000.0,,29-33 brainerd rd,boston,2134.0,29  33 brainerd rd,boston,2134.0,33387.0,,Multifamily Housing,Multifamily Housing (33387.0),26.3,90.0,878484.2,,,257469.0,52817.191,,,,,,,,,,,,,,,,,,,,,,27.29,in compliance,52817.191,2030.0,No,No,No,No,No,No,,,10.415921881641534,3.269568939183719,13.685953201245503,10.87459200382358,0,3,-2.1891087523908155,-1.2941058647136106,-2.1891087523908155,-1.2941058647136106,0,3
4577,106746,902643102.0,whittier 1a-9 preservation associates lp,100 cabot st,boston,2120.0,155  185 cabot st,boston,2120.0,77752.0,0.0,Multifamily Housing,"Multifamily Housing (77752.0),Parking (19065.0)",43.0,81.0,3344237.3,1535078.8,81528.035,530234.0,108772.203,,,,,,,,,,,,,,,,,,,,,,49.67,in compliance,190300.238,2025.0,Yes,No,No,No,Yes,Yes,,,11.261279553183307,3.7612001156935624,15.022749213587641,12.156358303940316,0,4,0.4765917448829051,-0.6460716224038858,0.4765917448829051,-0.6460716224038858,0,4
4578,106747,300450000.0,whittier place condominium  trust,6 whittier pl,boston,2114.0,6  8 whittier pl,boston,2114.0,245901.0,,Multifamily Housing,Multifamily Housing (245901.0),74.9,29.0,18429496.9,12014002.2,638063.657,1880274.0,385719.408,,,,,,,,,,,,,,,,,,,,,,31.92,in compliance,1023783.065,2025.0,No,No,No,No,No,No,,,12.412684294889793,4.316153890523174,16.72946303138953,13.839015211552148,1,2,3.9329672335085135,0.001410747330261196,3.9329672335085135,0.001410747330261196,1,2
4579,106748,300450000.0,whittier place condominium  trust,8 whittier pl,boston,2114.0,6  8 whittier pl,boston,2114.0,255996.0,,Multifamily Housing,Multifamily Housing (255996.0),59.6,81.0,15245808.4,12548629.1,666457.692,790498.0,162162.76,,,,,,,,,,,,,,,,,,,,,,31.96,in compliance,828620.452,2025.0,No,No,No,No,No,No,,,12.452917098339627,4.087655574071304,16.539815164220638,13.62751749091798,1,2,3.5772715602459817,-0.4935777655473948,3.5772715602459817,-0.4935777655473948,1,2
4581,106753,1400731000.0,wilder gardens lp mass lp,36 bishop joe l smith way,boston,2121.0,36 bishop joe l smith wy,boston,2121.0,70756.0,,Multifamily Housing,Multifamily Housing (70756.0),66.6,66.0,4713201.2,3541370.3,188082.177,343444.0,70454.102,,,,,,,,,,,,,,,,,,,,,,40.67,in compliance,258536.279,2025.0,No,No,No,No,No,No,,,11.166992617563398,4.198704577546343,15.365877895425381,12.462791307377286,1,5,1.059800003099419,0.30357071251105855,1.059800003099419,0.30357071251105855,1,5
4582,106754,306010010.0,,1293-1317 washington st,boston,2118.0,1293  1317 washington st,boston,2118.0,268250.0,126700.0,Multifamily Housing,"Multifamily Housing (268250.0),Parking (126700.0)",45.2,95.0,12122174.1,6394541.7,339614.11,1678673.0,344362.979,,,,,,,,,,,,,,,,,,,,,,18.28,in compliance,683977.089,2025.0,No,No,No,No,No,No,,,12.499674660492945,3.8110970868381857,16.31054690370668,13.435679700429661,1,2,3.192394050084826,-1.0871979968441552,3.192394050084826,-1.0871979968441552,1,2
4583,106757,1202504000.0,wilshire westminster llc,49-51 cheney st,boston,2121.0,49  51 cheney st,boston,2121.0,57525.0,,Multifamily Housing,Multifamily Housing (57525.0),37.8,93.0,2174726.5,1834301.0,97419.726,99773.0,20467.433,,,,,,,,,,,,,,,,,,,,,,36.77,in compliance,117887.159,2030.0,I`m not sure,No,No,No,I`m not sure,I`m not sure,,,10.959974914903567,3.632309102625542,14.592413467471651,11.677483166259684,0,4,-0.43766198423552677,-0.7852059621266192,-0.43766198423552677,-0.7852059621266192,0,4
4585,106759,503810000.0,windsor place condo tr,390 commonwealth ave,boston,2215.0,390 commonwealth av,boston,2215.0,149401.0,,Multifamily Housing,Multifamily Housing (149401.0),56.9,52.0,8498829.7,4944300.2,262591.784,1041773.0,213709.313,,,,,,,,,,,,,,,,,,,,,,25.57,in compliance,476301.097,2025.0,No,No,No,No,No,No,,,11.914389245098882,4.041295341132285,15.955439029628518,13.07380548995657,1,1,2.370689515302883,-0.35122607314483106,2.370689515302883,-0.35122607314483106,1,1
4589,106766,304781000.0,,8 winter st,boston,2108.0,8  10 winter st,boston,2108.0,50007.0,,Multifamily Housing,Multifamily Housing (50007.0),29.7,84.0,1485656.4,,,435421.0,89322.264,,,,,,,,,,,,,,,,,,,,,,31.2,in compliance,89322.264,2025.0,No,No,No,No,No,No,,,10.819918274611197,3.391147045808654,14.211367252758805,11.40000605269959,0,6,-1.1060930678406002,-1.2186407542576536,-1.1060930678406002,-1.2186407542576536,0,6
4603,106783,401404000.0,,8-16 stoneholm st,boston,2115.0,8  16 stoneholm st,boston,2115.0,118301.0,,Multifamily Housing,Multifamily Housing (118301.0),28.7,97.0,3396185.7,,,995365.1,204189.197,,,,,,,,,,,,,,,,,,,,,,28.89,in compliance,204189.197,2025.0,Yes,No,No,No,Yes,Yes,,,11.680987503016127,3.3568971227655755,15.038163506897169,12.226802279297564,1,4,0.6592971134271712,-1.6684244000473978,0.6592971134271712,-1.6684244000473978,1,4
4610,106791,200596000.0,young jacob f iii ts,105 high st,boston,2129.0,105  107 high st,boston,2129.0,23170.0,,Multifamily Housing,Multifamily Housing (23170.0),45.8,,1060679.2,851800.0,45239.098,61219.0,12558.466,,,,,,,,,,,,,,,,,,,,,,22.21,in compliance,57797.564,2030.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,,10.050613617426421,3.824284091120139,13.874420015609576,10.96470190844361,0,6,-2.010604612267498,0.014368995281367071,-2.010604612267498,0.014368995281367071,0,6
4612,106793,2100220000.0,yu sheng hsiung,900 beacon st,boston,2215.0,900 beacon st,boston,2215.0,34135.0,10970.0,Multifamily Housing,"Multifamily Housing (34135.0),Parking (10970.0)",112.8,1.0,3850071.0,2160499.8,114744.144,495185.0,101582.251,,,,,,,,,,,,,,,,,,,,,,46.82,in compliance,216326.395,2030.0,No,No,No,No,No,No,,,10.438078529852381,4.725616339063959,15.163602147652366,12.28454363408468,0,5,0.5046734162719815,1.7223250240670394,0.5046734162719815,1.7223250240670394,0,5
4618,106800,1102617010.0,forest hills arborway llc,3615 washington street,boston,2130.0,3589  3612 washington st,boston,2130.0,109288.0,,Multifamily Housing,Multifamily Housing (109288.0),28.3,100.0,3090958.3,1581342.8,83985.116,442443.0,90762.757,,,,,,,,,,,,,,,,,,,,,,18.7,in compliance,174747.873,2025.0,No,No,No,No,No,No,,,11.601741878567323,3.342861804649192,14.94399173024357,12.071099488348162,1,4,0.41885997466103836,-1.6670775998611571,0.41885997466103836,-1.6670775998611571,1,4
4619,106801,1603457001.0,corcoran john m trst,735 adams st,boston,2124.0,735 adams st,boston,2124.0,41395.0,,Multifamily Housing,Multifamily Housing (41395.0),61.7,46.0,2552127.9,1563248.5,83024.128,289824.0,59454.495,,,,,,,,,,,,,,,,,,,,,,36.15,in compliance,142478.623,2025.0,No,No,No,No,No,No,,,10.630915379572906,4.122283930911342,14.752438039745833,11.866947253402524,0,5,-0.20888824968253564,0.3811749910673962,-0.20888824968253564,0.3811749910673962,0,5
4623,106806,1904223000.0,,4246 washington street,boston,2131.0,4232 4236 washington st,boston,2131.0,38411.0,,Multifamily Housing,Multifamily Housing (38411.0),29.9,76.0,1148499.6,,,336606.0,69051.355,,,,,,,,,,,,,,,,,,,,,,23.36,in compliance,69051.355,2025.0,No,No,No,No,No,No,,,10.556099155887797,3.3978584803966405,13.953966952830864,11.14260578210616,0,3,-1.6544236559633958,-1.0887517927578723,-1.6544236559633958,-1.0887517927578723,0,3
4626,106809,902643102.0,whittier 1a-9 preservation associates lp,154 ruggles st,boston,2120.0,155  185 cabot st,boston,2120.0,23542.0,,Multifamily Housing,Multifamily Housing (23542.0),39.0,,918682.4,480226.7,25504.84,128504.0,26361.311,,,,,,,,,,,,,,,,,,,,,,41.36,in compliance,51866.151,2025.0,Yes,No,No,No,Yes,Yes,,,10.066541338972426,3.6635616461296463,13.73069574857088,10.856421659849511,0,3,-2.2470804151873884,-0.3246358403679988,-2.2470804151873884,-0.3246358403679988,0,3
4629,106812,1400783000.0,,35 washington st,boston,2121.0,35 washington st,boston,2121.0,28329.0,,Multifamily Housing,Multifamily Housing (28329.0),82.5,,2337473.3,1954199.9,103787.557,112331.0,23043.581,,,,,,,,,,,,,,,,,,,,,,43.4,in compliance,126831.138,2030.0,Yes,No,No,No,Yes,Yes,,,10.25164129393118,4.412798293340635,14.66458111761985,11.750611858661763,0,0,-0.4957997741304457,1.1508234423183135,-0.4957997741304457,1.1508234423183135,0,0
4630,106814,1202424000.0,,1 4 maple ct,boston,2121.0,1 4 maple ct,boston,2121.0,57707.0,,Multifamily Housing,"Pre-school/Daycare (2000.0),Multifamily Housing (55707.0)",42.5,52.0,2454520.5,595400.0,31621.694,544877.0,111776.068,,,,,,,,,,,,,,,,,,,,,,57.72,pending revisions,143397.762,2025.0,No,No,No,No,No,No,,,10.963133762295572,3.7495040759303713,14.713441984451885,11.873377600331311,0,4,-0.15835637189700574,-0.5375148875323916,-0.15835637189700574,-0.5375148875323916,0,4
4631,106815,1202480000.0,,25 29 schuyler st,boston,2121.0,25 29 schuyler st,boston,2121.0,22296.0,,Multifamily Housing,Multifamily Housing (22296.0),64.3,,1432671.6,1163400.0,61788.174,78919.0,16189.444,,,,,,,,,,,,,,,,,,,,,,34.4,in compliance,77977.618,2030.0,No,No,No,No,No,No,,,10.012162569161784,4.163559631243574,14.17505151097263,11.26417711577612,0,0,-1.4649971551126502,0.7373752841101565,-1.4649971551126502,0.7373752841101565,0,0
4636,106821,304893010.0,48 boylston street condominium trust,48 boylston st,boston,2116.0,48 boylston st,boston,2116.0,66866.0,,Multifamily Housing,Multifamily Housing (66866.0),43.2,70.0,2886136.8,1450827.8,77053.464,420665.0,86295.218,,,,,,,,,,,,,,,,,,,,,,18.56,in compliance,163348.682,2025.0,No,No,No,No,No,No,,,11.11044589570243,3.765840495250065,14.875429418439952,12.003642348432233,0,4,0.1592565523807359,-0.5706460314432196,0.1592565523807359,-0.5706460314432196,0,4
4643,106828,302700102.0,,100 sudbury st,boston,2114.0,100 sudbury st,boston,2114.0,461487.0,,Multifamily Housing,Multifamily Housing (461487.0),27.8,97.0,12852370.3,3586172.6,190461.627,2715767.0,557112.442,,,,,,,,,,,,,,,,,,,,,,19.88,in compliance,747574.069,2025.0,No,No,No,No,No,No,,,13.042209163514205,3.3250360206965914,16.369038811438976,13.524588668301202,1,2,3.4695298548014915,-2.335072035710499,3.4695298548014915,-2.335072035710499,1,2
4645,106830,500478003.0,boston housing authority,440 tremont street,boston,2116.0,tremont st,boston,2116.0,37296.0,,Multifamily Housing,Multifamily Housing (37296.0),86.0,,3207897.8,2367999.9,125764.475,246160.0,50497.262,,,,,,,,,,,,,,,,,,,,,,40.28,in compliance,176261.737,2025.0,No,No,No,No,No,No,,,10.526641361275539,4.454347296253507,14.981126389605707,12.079725311365108,0,5,0.17439255042810278,1.1172753197030039,0.17439255042810278,1.1172753197030039,0,5
4646,106831,2101849000.0,,2 4 fidelisâ way,boston,2135.0,2 4 fidelis wa,boston,2135.0,53016.0,,Multifamily Housing,Multifamily Housing (53016.0),36.3,99.0,1925636.0,1203800.0,63933.818,211558.0,43399.008,,,,,,,,,,,,,,,,,,,,,,84.06,in compliance,107332.826,2025.0,No,No,No,No,No,No,,,10.878349033768062,3.591817741270805,14.470766860747782,11.58368980913919,0,6,-0.6650489818869201,-0.8316671521819171,-0.6650489818869201,-0.8316671521819171,0,6
4647,106832,2101846000.0,,14-16 fidelis way,boston,2135.0,12 fidelis wy,boston,2135.0,52770.0,,Multifamily Housing,Multifamily Housing (52770.0),62.4,,3295162.4,2106500.1,111876.22,348377.0,71466.058,,,,,,,,,,,,,,,,,,,,,,55.08,in compliance,183342.278,2025.0,No,No,No,No,No,No,,,10.873698126399713,4.133565275375382,15.007966011502369,12.119110056441304,0,5,0.32733737770609816,0.29793629325176696,0.32733737770609816,0.29793629325176696,0,5
4648,106833,2101848000.0,,"6 fidelis way
",boston,2135.0,6 8 fidelis wa,boston,2135.0,53010.0,,Multifamily Housing,Multifamily Housing (53010.0),34.8,100.0,1845117.7,1204600.0,63976.306,187725.0,38509.907,,,,,,,,,,,,,,,,,,,,,,84.06,in compliance,102486.213,2025.0,No,No,No,No,No,No,,,10.878235853981852,3.5496173867804286,14.428053627459953,11.537483561196606,0,6,-0.7465775892189591,-0.9197539864920696,-0.7465775892189591,-0.9197539864920696,0,6
4649,106835,1703661000.0,,"1220 adams st
",boston,2124.0,1220 1230 adams st,boston,2124.0,105398.0,,Multifamily Housing,Multifamily Housing (105398.0),83.0,49.0,8745883.8,6884146.5,365617.021,545644.0,111933.41,,,,,,,,,,,,,,,,,,,,,,30.53,in compliance,477550.431,2025.0,No,No,Yes,Yes,No,No,,,11.565498939577298,4.418840607796598,15.984093724793109,13.076425047985772,1,1,2.3099765528627776,0.5862518825547142,2.3099765528627776,0.5862518825547142,1,1
4657,106848,302952014.0,,518 540 atlantic av,boston,2210.0,518 540 atlantic av,boston,2210.0,137224.0,,Multifamily Housing,"Restaurant (13101.0),Multifamily Housing (124123.0)",63.8,11.0,8760416.5,4813527.5,255646.446,1156767.0,237299.182,,,,,,,,,,,,,,,,,,,,,,25.74,in compliance,492945.628,2025.0,No,No,No,No,No,No,,,11.829369906089662,4.155753190350744,15.985754007444415,13.108154158910201,1,1,2.406321718786295,-0.07520415423187758,2.406321718786295,-0.07520415423187758,1,1
4763,107049,2101288000.0,camelot company the,11 camelot ct,boston,2135.0,11 camelot ct,boston,2135.0,68300.0,,Multifamily Housing,Multifamily Housing (68300.0),75.0,75.0,5125695.8,4249900.2,225712.2,256681.0,52655.54,,,,,,,,,,,,,,,,,,,,,,31.45,in compliance,278367.74,2025.0,No,No,No,No,No,No,,,11.131665045558881,4.31748811353631,15.449776839627056,12.536698324291427,1,5,1.198137207363684,0.5657459016672794,1.198137207363684,0.5657459016672794,1,5
4770,107061,901150000.0,,1825-1841 washington st,boston,2118.0,586  572 shawmut av,boston,2118.0,32480.0,,Multifamily Housing,Multifamily Housing (32480.0),20.6,100.0,667906.7,,,195752.3,40156.627,,,,,,,,,,,,,,,,,,,,,,45.62,in compliance,40156.627,2025.0,No,No,No,No,No,No,,,10.388379794275615,3.0252910757955354,13.411903772105246,10.60054276179451,0,3,-2.7032903437993396,-1.7908085526522013,-2.7032903437993396,-1.7908085526522013,0,3
4778,107071,2100199000.0,boston university trsts of,24 buswell street,boston,2115.0,24 buswell street,boston,2115.0,25886.0,,Multifamily Housing,Multifamily Housing (25886.0),51.2,94.0,1324991.4,1161251.0,61674.041,47989.6,9844.587,,,,,,,,,,,,,,,,,,,,,,31.18,in compliance,71518.628,2030.0,No,Yes,No,No,No,No,,,10.161457561002383,3.9357395320454622,14.096916526815358,11.1777132262182,0,6,-1.5753684707319882,0.19703685137472163,-1.5753684707319882,0.19703685137472163,0,6
